PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DRYT LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
4403533,2021-11-12T11:20:00Z,45.2248,-59.0378,9.7,-34.5,0,0111147
4403533,2021-11-12T11:30:00Z,45.2239,-59.0394,9.7,-34.5,0,0111147
4403533,2021-11-12T11:40:00Z,45.2231,-59.0411,9.7,-34.5,0,0111147
4403533,2021-11-12T11:50:00Z,45.2224,-59.0427,9.7,-34.5,0,0111147
4403533,2021-11-12T12:00:00Z,45.2218,-59.0442,9.7,-34.5,0,0111147
4403533,2021-11-12T12:10:00Z,45.2212,-59.0457,9.7,-34.5,0,0111147
4403533,2021-11-12T12:20:00Z,45.2206,-59.0474,9.7,-34.5,0,0111147
4403533,2021-11-12T12:30:00Z,45.2202,-59.0489,9.7,-34.5,0,0111147
4403533,2021-11-12T12:40:00Z,45.2197,-59.0503,9.7,-34.5,0,0111147
4403533,2021-11-12T12:50:00Z,45.2193,-59.0516,9.7,-34.5,0,0111147
4403533,2021-11-12T13:00:00Z,45.2188,-59.0532,9.7,-34.5,0,0111147
4403533,2021-11-12T13:10:00Z,45.2183,-59.0548,9.7,-34.5,0,0111147
4403533,2021-11-12T13:20:00Z,45.2178,-59.0561,9.7,-34.5,0,0111147
4403533,2021-11-12T13:30:00Z,45.2174,-59.0573,9.7,-34.5,0,0111147
4403533,2021-11-12T13:40:00Z,45.2169,-59.0586,9.7,-34.5,0,0111147
4403533,2021-11-12T13:50:00Z,45.2166,-59.0599,9.7,-34.5,0,0111147
4403533,2021-11-12T14:00:00Z,45.2162,-59.0610,9.7,-34.5,0,0111147
4403533,2021-11-12T14:10:00Z,45.2160,-59.0621,9.7,-34.5,0,0111147
4403533,2021-11-12T14:20:00Z,45.2157,-59.0634,9.7,-34.5,0,0111147
4403533,2021-11-12T14:30:00Z,45.2154,-59.0646,9.7,-34.5,0,0111147
4403533,2021-11-12T14:40:00Z,45.2152,-59.0658,9.7,-34.5,0,0111147
4403533,2021-11-12T14:50:00Z,45.2150,-59.0670,9.7,-34.5,0,0111147
4403533,2021-11-12T15:00:00Z,45.2148,-59.0682,9.7,-34.5,0,0111147
4403533,2021-11-12T15:10:00Z,45.2148,-59.0691,9.7,-34.5,0,0111147
4403533,2021-11-12T15:20:00Z,45.2150,-59.0701,9.7,-34.5,0,0111147
4403533,2021-11-12T15:30:00Z,45.2151,-59.0708,9.7,-34.5,0,0111147
4403533,2021-11-12T15:40:00Z,45.2153,-59.0713,9.7,-34.5,0,0111147
4403533,2021-11-12T15:50:00Z,45.2156,-59.0716,9.7,-34.5,0,0111147
4403533,2021-11-12T16:00:00Z,45.2158,-59.0717,9.7,-34.5,0,0111147
4403533,2021-11-12T16:10:00Z,45.2162,-59.0718,9.7,-34.5,0,0111147
4403533,2021-11-12T16:20:00Z,45.2164,-59.0720,9.7,-34.5,0,0111147
4403533,2021-11-12T16:30:00Z,45.2167,-59.0721,9.7,-34.5,0,0111147
4403533,2021-11-12T16:40:00Z,45.2169,-59.0721,9.7,-34.5,0,0111147
4403533,2021-11-12T16:50:00Z,45.2173,-59.0722,9.7,-34.5,0,0111147
4403533,2021-11-12T17:00:00Z,45.2175,-59.0721,9.7,-34.5,0,0111147
4403533,2021-11-12T17:10:00Z,45.2180,-59.0720,9.7,-34.5,0,0111147
4403533,2021-11-12T17:20:00Z,45.2184,-59.0718,9.7,-34.5,0,0111147
4403533,2021-11-12T17:30:00Z,45.2189,-59.0714,9.7,-34.5,0,0111147
4403533,2021-11-12T17:40:00Z,45.2195,-59.0712,9.7,-34.5,0,0111147
4403533,2021-11-12T17:50:00Z,45.2200,-59.0708,9.7,-34.5,0,0111147
4403533,2021-11-12T18:00:00Z,45.2205,-59.0703,9.7,-34.5,0,0111147
4403533,2021-11-12T18:10:00Z,45.2210,-59.0700,9.7,-34.5,0,0111147
4403533,2021-11-12T18:20:00Z,45.2213,-59.0694,9.7,-34.5,0,0111147
4403533,2021-11-12T18:30:00Z,45.2218,-59.0687,9.7,-34.5,0,0111147
4403533,2021-11-12T18:40:00Z,45.2224,-59.0679,9.7,-34.5,0,0111147
4403533,2021-11-12T18:50:00Z,45.2229,-59.0671,9.7,-34.5,0,0111147
4403533,2021-11-12T19:00:00Z,45.2234,-59.0663,9.7,-34.5,0,0111147
4403533,2021-11-12T19:10:00Z,45.2240,-59.0652,9.7,-34.5,0,0111147
4403533,2021-11-12T19:20:00Z,45.2246,-59.0641,9.7,-34.5,0,0111147
4403533,2021-11-12T19:30:00Z,45.2251,-59.0630,9.7,-34.5,0,0111147
4403533,2021-11-12T19:40:00Z,45.2257,-59.0619,9.7,-34.5,0,0111147
4403533,2021-11-12T19:50:00Z,45.2262,-59.0606,9.7,-34.5,0,0111147
4403533,2021-11-12T20:00:00Z,45.2267,-59.0592,9.7,-34.5,0,0111147
4403533,2021-11-12T20:10:00Z,45.2274,-59.0579,9.7,-34.5,0,0111147
4403533,2021-11-12T20:20:00Z,45.2278,-59.0565,9.7,-34.5,0,0111147
4403533,2021-11-12T20:30:00Z,45.2282,-59.0552,9.7,-34.5,0,0111147
4403533,2021-11-12T20:40:00Z,45.2286,-59.0537,9.7,-34.5,0,0111147
4403533,2021-11-12T20:50:00Z,45.2291,-59.0523,9.6,-34.5,0,0111147
4403533,2021-11-12T21:00:00Z,45.2297,-59.0507,9.7,-34.5,0,0111147
4403533,2021-11-12T21:10:00Z,45.2301,-59.0492,9.7,-34.5,0,0111147
4403533,2021-11-12T21:20:00Z,45.2305,-59.0474,9.7,-34.5,0,0111147
4403533,2021-11-12T21:30:00Z,45.2310,-59.0457,9.7,-34.5,0,0111147
4403533,2021-11-12T21:40:00Z,45.2315,-59.0439,9.7,-34.5,0,0111147
4403533,2021-11-12T21:50:00Z,45.2319,-59.0421,9.7,-34.5,0,0111147
4403533,2021-11-12T22:00:00Z,45.2323,-59.0402,9.7,-34.5,0,0111147
4403533,2021-11-12T22:10:00Z,45.2326,-59.0383,9.6,-34.5,0,0111147
4403533,2021-11-12T22:20:00Z,45.2328,-59.0364,9.7,-34.5,0,0111147
4403533,2021-11-12T22:30:00Z,45.2329,-59.0344,9.7,-34.5,0,0111147
4403533,2021-11-12T22:40:00Z,45.2331,-59.0323,9.7,-34.5,0,0111147
4403533,2021-11-12T22:50:00Z,45.2333,-59.0302,9.7,-34.5,0,0111147
4403533,2021-11-12T23:00:00Z,45.2326,-59.0158,9.7,-34.5,0,0111147
4403533,2021-11-12T23:10:00Z,45.2334,-59.0262,9.7,-34.5,0,0111147
4403533,2021-11-12T23:20:00Z,45.2334,-59.0241,9.7,-34.5,0,0111147
4403533,2021-11-12T23:30:00Z,45.2334,-59.0220,9.7,-34.5,0,0111147
4403533,2021-11-12T23:40:00Z,45.2332,-59.0199,9.7,-34.5,0,0111147
4403533,2021-11-12T23:50:00Z,45.2329,-59.0179,9.7,-34.5,0,0111147
4403533,2021-11-13T01:00:00Z,45.2286,-59.0047,9.6,-34.5,0,0111147
4403533,2021-11-13T01:10:00Z,45.2277,-59.0032,9.6,-34.5,0,0111147
4403533,2021-11-13T01:20:00Z,45.2267,-59.0017,9.6,-34.5,0,0111147
4403533,2021-11-13T01:30:00Z,45.2256,-59.0004,9.6,-34.5,0,0111147
4403533,2021-11-13T01:40:00Z,45.2245,-58.9992,9.6,-34.5,0,0111147
4403533,2021-11-13T01:50:00Z,45.2234,-58.9981,9.6,-34.5,0,0111147
4403533,2021-11-13T02:00:00Z,45.2222,-58.9972,9.6,-34.5,0,0111147
4403533,2021-11-13T02:10:00Z,45.2210,-58.9964,9.6,-34.5,0,0111147
4403533,2021-11-13T02:20:00Z,45.2198,-58.9958,9.6,-34.5,0,0111147
4403533,2021-11-13T02:30:00Z,45.2185,-58.9952,9.5,-34.5,0,0111147
4403533,2021-11-13T02:40:00Z,45.2173,-58.9950,9.5,-34.5,0,0111147
4403533,2021-11-13T02:50:00Z,45.2161,-58.9948,9.5,-34.5,0,0111147
4403533,2021-11-13T03:00:00Z,45.2150,-58.9950,9.5,-34.5,0,0111147
4403533,2021-11-13T03:10:00Z,45.2138,-58.9954,9.5,-34.5,0,0111147
4403533,2021-11-13T03:20:00Z,45.2128,-58.9960,9.5,-34.5,0,0111147
4403533,2021-11-13T03:30:00Z,45.2119,-58.9968,9.5,-34.5,0,0111147
4403533,2021-11-13T03:40:00Z,45.2109,-58.9979,9.5,-34.5,0,0111147
4403533,2021-11-13T03:50:00Z,45.2101,-58.9994,9.5,-34.5,0,0111147
4403533,2021-11-13T04:00:00Z,45.2091,-59.0011,9.6,-34.5,0,0111147
4403533,2021-11-13T04:10:00Z,45.2082,-59.0031,9.6,-34.5,0,0111147
4403533,2021-11-13T04:20:00Z,45.2074,-59.0054,9.6,-34.5,0,0111147
4403533,2021-11-13T04:30:00Z,45.2067,-59.0078,9.6,-34.5,0,0111147
4403533,2021-11-13T04:40:00Z,45.2061,-59.0105,9.6,-34.5,0,0111147
4403533,2021-11-13T04:50:00Z,45.2055,-59.0130,9.6,-34.5,0,0111147
4403533,2021-11-13T05:00:00Z,45.2050,-59.0156,9.6,-34.5,0,0111147
4403533,2021-11-13T05:10:00Z,45.2048,-59.0181,9.6,-34.5,0,0111147
4403533,2021-11-13T05:20:00Z,45.2047,-59.0209,9.6,-34.5,0,0111147
4403533,2021-11-13T05:30:00Z,45.2047,-59.0235,9.6,-34.5,0,0111147
4403533,2021-11-13T05:40:00Z,45.2050,-59.0260,9.6,-34.5,0,0111147
4403533,2021-11-13T05:50:00Z,45.2054,-59.0285,9.6,-34.5,0,0111147
4403533,2021-11-13T06:00:00Z,45.2059,-59.0311,9.6,-34.5,0,0111147
4403533,2021-11-13T06:10:00Z,45.2066,-59.0335,9.6,-34.5,0,0111147
4403533,2021-11-13T06:20:00Z,45.2075,-59.0358,9.6,-34.5,0,0111147
4403533,2021-11-13T06:30:00Z,45.2084,-59.0377,9.6,-34.5,0,0111147
4403533,2021-11-13T06:40:00Z,45.2095,-59.0399,9.6,-34.5,0,0111147
4403533,2021-11-13T06:50:00Z,45.2104,-59.0419,9.6,-34.5,0,0111147
4403533,2021-11-13T07:00:00Z,45.2115,-59.0442,9.6,-34.5,0,0111147
4403533,2021-11-13T07:10:00Z,45.2126,-59.0463,9.6,-34.5,0,0111147
4403533,2021-11-13T07:20:00Z,45.2138,-59.0481,9.6,-34.5,0,0111147
4403533,2021-11-13T07:30:00Z,45.2150,-59.0499,9.5,-34.5,0,0111147
4403533,2021-11-13T07:40:00Z,45.2163,-59.0519,9.6,-34.5,0,0111147
4403533,2021-11-13T07:50:00Z,45.2180,-59.0542,9.6,-34.5,0,0111147
4403533,2021-11-13T08:00:00Z,45.2193,-59.0561,9.6,-34.5,0,0111147
4403533,2021-11-13T08:10:00Z,45.2209,-59.0579,9.6,-34.5,0,0111147
4403533,2021-11-13T08:20:00Z,45.2226,-59.0599,9.6,-34.5,0,0111147
4403533,2021-11-13T08:30:00Z,45.2243,-59.0616,9.6,-34.5,0,0111147
4403533,2021-11-13T08:40:00Z,45.2262,-59.0631,9.6,-34.5,0,0111147
4403533,2021-11-13T08:50:00Z,45.2282,-59.0643,9.6,-34.5,0,0111147
4403533,2021-11-13T09:00:00Z,45.2303,-59.0657,9.6,-34.5,0,0111147
4403533,2021-11-13T09:10:00Z,45.2324,-59.0669,9.6,-34.5,0,0111147
4403533,2021-11-13T09:20:00Z,45.2344,-59.0679,9.5,-34.5,0,0111147
4403533,2021-11-13T09:30:00Z,45.2367,-59.0689,9.5,-34.5,0,0111147
4403533,2021-11-13T09:40:00Z,45.2389,-59.0696,9.5,-34.5,0,0111147
4403533,2021-11-13T09:50:00Z,45.2412,-59.0704,9.5,-34.5,0,0111147
4403533,2021-11-13T10:00:00Z,45.2435,-59.0710,9.6,-34.5,0,0111147
4403533,2021-11-13T10:10:00Z,45.2459,-59.0712,9.6,-34.5,0,0111147
4403533,2021-11-13T10:20:00Z,45.2484,-59.0714,9.5,-34.5,0,0111147
4403533,2021-11-13T10:30:00Z,45.2507,-59.0714,9.6,-34.5,0,0111147
4403533,2021-11-13T10:40:00Z,45.2531,-59.0716,9.6,-34.5,0,0111147
4403533,2021-11-13T10:50:00Z,45.2554,-59.0714,9.5,-34.5,0,0111147
4403533,2021-11-13T11:00:00Z,45.2576,-59.0713,9.5,-34.5,0,0111147
4403533,2021-11-13T11:10:00Z,45.2599,-59.0710,9.5,-34.5,0,0111147
4403533,2021-11-13T11:20:00Z,45.2623,-59.0702,9.5,-34.5,0,0111147
4403533,2021-11-13T11:30:00Z,45.2643,-59.0695,9.5,-34.5,0,0111147
4403533,2021-11-13T11:40:00Z,45.2666,-59.0685,9.5,-34.5,0,0111147
4403533,2021-11-13T11:50:00Z,45.2688,-59.0676,9.5,-34.5,0,0111147
4403533,2021-11-13T12:00:00Z,45.2709,-59.0667,9.6,-34.5,0,0111147
4403533,2021-11-13T12:10:00Z,45.2727,-59.0658,9.6,-34.5,0,0111147
4403533,2021-11-13T12:20:00Z,45.2745,-59.0648,9.6,-34.5,0,0111147
4403533,2021-11-13T12:30:00Z,45.2763,-59.0636,9.6,-34.5,0,0111147
4403533,2021-11-13T12:40:00Z,45.2780,-59.0622,9.5,-34.5,0,0111147
4403533,2021-11-13T12:50:00Z,45.2796,-59.0609,9.6,-34.5,0,0111147
4403533,2021-11-13T13:00:00Z,45.2812,-59.0591,9.6,-34.5,0,0111147
4403533,2021-11-13T13:10:00Z,45.2828,-59.0573,9.6,-34.5,0,0111147
4403533,2021-11-13T13:20:00Z,45.2843,-59.0555,9.6,-34.5,0,0111147
4403533,2021-11-13T13:30:00Z,45.2856,-59.0539,9.6,-34.5,0,0111147
4403533,2021-11-13T13:40:00Z,45.2869,-59.0521,9.6,-34.5,0,0111147
4403533,2021-11-13T13:50:00Z,45.2881,-59.0503,9.6,-34.5,0,0111147
4403533,2021-11-13T14:00:00Z,45.2892,-59.0486,9.6,-34.5,0,0111147
4403533,2021-11-13T14:10:00Z,45.2903,-59.0469,9.6,-34.5,0,0111147
4403533,2021-11-13T14:20:00Z,45.2913,-59.0451,9.6,-34.5,0,0111147
4403533,2021-11-13T14:30:00Z,45.2924,-59.0430,9.6,-34.5,0,0111147
4403533,2021-11-13T14:40:00Z,45.2934,-59.0410,9.6,-34.5,0,0111147
4403533,2021-11-13T14:50:00Z,45.2942,-59.0389,9.6,-34.5,0,0111147
4403533,2021-11-13T15:00:00Z,45.2952,-59.0370,9.6,-34.5,0,0111147
4403533,2021-11-13T15:10:00Z,45.2960,-59.0351,9.6,-34.5,0,0111147
4403533,2021-11-13T15:20:00Z,45.2967,-59.0334,9.6,-34.5,0,0111147
4403533,2021-11-13T15:30:00Z,45.2974,-59.0317,9.6,-34.5,0,0111147
4403533,2021-11-13T15:40:00Z,45.2980,-59.0302,9.6,-34.5,0,0111147
4403533,2021-11-13T15:50:00Z,45.2987,-59.0286,9.6,-34.5,0,0111147
4403533,2021-11-13T16:00:00Z,45.2993,-59.0271,9.6,-34.5,0,0111147
4403533,2021-11-13T16:10:00Z,45.3000,-59.0259,9.6,-34.5,0,0111147
4403533,2021-11-13T16:20:00Z,45.3007,-59.0248,9.6,-34.5,0,0111147
4403533,2021-11-13T16:30:00Z,45.3013,-59.0236,9.6,-34.5,0,0111147
4403533,2021-11-13T16:40:00Z,45.3018,-59.0224,9.6,-34.5,0,0111147
4403533,2021-11-13T16:50:00Z,45.3023,-59.0213,9.6,-34.5,0,0111147
4403533,2021-11-13T17:00:00Z,45.3029,-59.0203,9.6,-34.5,0,0111147
4403533,2021-11-13T17:10:00Z,45.3035,-59.0189,9.6,-34.5,0,0111147
4403533,2021-11-13T17:20:00Z,45.3041,-59.0179,9.6,-34.5,0,0111147
4403533,2021-11-13T17:30:00Z,45.3047,-59.0167,9.6,-34.5,0,0111147
4403533,2021-11-13T17:40:00Z,45.3053,-59.0156,9.6,-34.5,0,0111147
4403533,2021-11-13T17:50:00Z,45.3058,-59.0146,9.7,-34.5,0,0111147
4403533,2021-11-13T18:00:00Z,45.3061,-59.0135,9.7,-34.5,0,0111147
4403533,2021-11-13T18:10:00Z,45.3066,-59.0125,9.7,-34.5,0,0111147
4403533,2021-11-13T18:20:00Z,45.3070,-59.0117,9.7,-34.5,0,0111147
4403533,2021-11-13T18:30:00Z,45.3073,-59.0104,9.7,-34.5,0,0111147
4403533,2021-11-13T18:40:00Z,45.3076,-59.0095,9.7,-34.5,0,0111147
4403533,2021-11-13T18:50:00Z,45.3078,-59.0083,9.7,-34.5,0,0111147
4403533,2021-11-13T19:00:00Z,45.3080,-59.0075,9.7,-34.5,0,0111147
4403533,2021-11-13T19:10:00Z,45.3083,-59.0067,9.7,-34.5,0,0111147
4403533,2021-11-13T19:20:00Z,45.3083,-59.0059,9.7,-34.5,0,0111147
4403533,2021-11-13T19:30:00Z,45.3083,-59.0054,9.7,-34.5,0,0111147
4403533,2021-11-13T19:40:00Z,45.3083,-59.0050,9.7,-34.5,0,0111147
4403533,2021-11-13T19:50:00Z,45.3084,-59.0045,9.7,-34.5,0,0111147
4403533,2021-11-13T20:00:00Z,45.3085,-59.0041,9.7,-34.5,0,0111147
4403533,2021-11-13T20:10:00Z,45.3085,-59.0041,9.7,-34.5,0,0111147
4403533,2021-11-13T20:20:00Z,45.3088,-59.0038,9.8,-34.5,0,0111147
4403533,2021-11-13T20:30:00Z,45.3090,-59.0038,9.8,-34.5,0,0111147
4403533,2021-11-13T20:40:00Z,45.3091,-59.0039,9.8,-34.5,0,0111147
4403533,2021-11-13T20:50:00Z,45.3095,-59.0038,9.7,-34.5,0,0111147
4403533,2021-11-13T21:00:00Z,45.3096,-59.0039,9.7,-34.5,0,0111147
4403533,2021-11-13T21:10:00Z,45.3101,-59.0039,9.7,-34.5,0,0111147
4403533,2021-11-13T21:20:00Z,45.3107,-59.0039,9.8,-34.5,0,0111147
4403533,2021-11-13T21:30:00Z,45.3113,-59.0037,9.8,-34.5,0,0111147
4403533,2021-11-13T21:40:00Z,45.3119,-59.0038,9.8,-34.5,0,0111147
4403533,2021-11-13T21:50:00Z,45.3126,-59.0038,9.8,-34.5,0,0111147
4403533,2021-11-13T22:00:00Z,45.3133,-59.0038,9.8,-34.5,0,0111147
4403533,2021-11-13T22:10:00Z,45.3139,-59.0040,9.8,-34.5,0,0111147
4403533,2021-11-13T22:20:00Z,45.3146,-59.0043,9.8,-34.5,0,0111147
4403533,2021-11-13T22:30:00Z,45.3154,-59.0040,9.7,-34.5,0,0111147
4403533,2021-11-13T22:40:00Z,45.3163,-59.0037,9.8,-34.5,0,0111147
4403533,2021-11-13T22:50:00Z,45.3173,-59.0033,9.7,-34.5,0,0111147
4403533,2021-11-13T23:00:00Z,45.3183,-59.0028,9.8,-34.5,0,0111147
4403533,2021-11-13T23:10:00Z,45.3194,-59.0023,9.7,-34.5,0,0111147
4403533,2021-11-13T23:20:00Z,45.3202,-59.0020,9.7,-34.5,0,0111147
4403533,2021-11-13T23:30:00Z,45.3211,-59.0020,9.7,-34.5,0,0111147
4403533,2021-11-13T23:40:00Z,45.3220,-59.0016,9.7,-34.5,0,0111147
4403533,2021-11-13T23:50:00Z,45.3229,-59.0010,9.7,-34.5,0,0111147
4403533,2021-11-14T01:00:00Z,45.3294,-58.9965,9.7,-34.5,0,0111147
4403533,2021-11-14T01:10:00Z,45.3302,-58.9957,9.7,-34.5,0,0111147
4403533,2021-11-14T01:20:00Z,45.3312,-58.9949,9.7,-34.5,0,0111147
4403533,2021-11-14T01:30:00Z,45.3321,-58.9939,9.7,-34.5,0,0111147
4403533,2021-11-14T01:40:00Z,45.3329,-58.9928,9.7,-34.5,0,0111147
4403533,2021-11-14T01:50:00Z,45.3338,-58.9916,9.7,-34.5,0,0111147
4403533,2021-11-14T02:00:00Z,45.3347,-58.9909,9.7,-34.5,0,0111147
4403533,2021-11-14T08:00:00Z,45.3345,-58.9369,9.7,-34.5,0,0111147
4403533,2021-11-14T08:10:00Z,45.3335,-58.9358,9.7,-34.5,0,0111147
4403533,2021-11-14T08:20:00Z,45.3326,-58.9349,9.7,-34.5,0,0111147
4403533,2021-11-14T08:30:00Z,45.3317,-58.9339,9.7,-34.5,0,0111147
4403533,2021-11-14T08:40:00Z,45.3307,-58.9330,9.7,-34.5,0,0111147
4403533,2021-11-14T08:50:00Z,45.3298,-58.9320,9.7,-34.5,0,0111147
4403533,2021-11-14T09:00:00Z,45.3288,-58.9312,9.7,-34.5,0,0111147
4403533,2021-11-14T09:10:00Z,45.3278,-58.9305,9.7,-34.5,0,0111147
4403533,2021-11-14T09:20:00Z,45.3267,-58.9299,9.7,-34.5,0,0111147
4403533,2021-11-14T09:30:00Z,45.3256,-58.9295,9.7,-34.5,0,0111147
4403533,2021-11-14T09:40:00Z,45.3248,-58.9292,9.7,-34.5,0,0111147
4403533,2021-11-14T09:50:00Z,45.3237,-58.9289,9.7,-34.5,0,0111147
4403533,2021-11-14T10:00:00Z,45.3228,-58.9286,9.7,-34.5,0,0111147
4403533,2021-11-14T10:10:00Z,45.3219,-58.9282,9.7,-34.5,0,0111147
4403533,2021-11-14T10:20:00Z,45.3210,-58.9279,9.7,-34.5,0,0111147
4403533,2021-11-14T10:30:00Z,45.3200,-58.9276,9.7,-34.5,0,0111147
4403533,2021-11-14T10:40:00Z,45.3189,-58.9271,9.7,-34.5,0,0111147
4403533,2021-11-14T10:50:00Z,45.3180,-58.9268,9.7,-34.5,0,0111147
4403533,2021-11-14T11:00:00Z,45.3171,-58.9266,9.7,-34.5,0,0111147
4403533,2021-11-14T11:10:00Z,45.3163,-58.9267,9.7,-34.5,0,0111147
4403533,2021-11-14T11:20:00Z,45.3157,-58.9269,9.7,-34.5,0,0111147
4403533,2021-11-14T11:30:00Z,45.3151,-58.9271,9.7,-34.5,0,0111147
4403533,2021-11-14T11:40:00Z,45.3144,-58.9275,9.7,-34.5,0,0111147
