PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),ATMS LEVEL0 (hectopascal),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4402655,2021-08-14T00:00:00Z,42.3330,-61.9424,23.89,1018.7,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T01:00:00Z,42.3390,-61.9310,,,0,3.8,4.3,0.04,0.04,23.9,0.5,213,15,0.226,0.16,01119971111171111
4402655,2021-08-14T01:00:00Z,42.3400,-61.9330,23.89,1018.7,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T02:00:00Z,42.3410,-61.9240,,,0,3.6,5.4,0.03,0.04,23.92,0.5,213,15,0.17,0.014,01119971111171111
4402655,2021-08-14T02:00:00Z,42.3426,-61.9224,23.92,1018.7,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T03:00:00Z,42.3410,-61.9180,,,0,3.6,5.4,0.03,0.04,23.92,0.5,213,15,0.066,-0.079,01119971111171111
4402655,2021-08-14T03:00:00Z,42.3408,-61.9178,23.92,1018.6,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T04:00:00Z,42.3380,-61.9170,,,0,3.6,5.4,0.03,0.04,23.9,0.5,213,15,0.012,-0.077,01119971111171111
4402655,2021-08-14T04:00:00Z,42.3382,-61.9158,23.91,1018.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T05:00:00Z,42.3370,-61.9170,,,0,4.4,4.8,0.03,0.04,23.88,0.5,213,15,-0.057,-0.031,01119971111171111
4402655,2021-08-14T05:00:00Z,42.3364,-61.9174,23.88,1018.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T06:00:00Z,42.3350,-61.9210,,,0,4.4,4.8,0.03,0.04,23.85,0.5,213,15,-0.091,0.015,01119971111171111
4402655,2021-08-14T06:00:00Z,42.3364,-61.9214,23.87,1018.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T07:00:00Z,42.3380,-61.9240,,,0,4.4,4.8,0.03,0.04,23.82,0.5,213,15,-0.091,0.093,01119971111171111
4402655,2021-08-14T07:00:00Z,42.3374,-61.9254,23.82,1018.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T08:00:00Z,42.3410,-61.9290,,,0,3.3,4.2,0.03,0.04,23.84,0.5,213,15,-0.091,0.17,01119971111171111
4402655,2021-08-14T08:00:00Z,42.3422,-61.9292,23.83,1018.6,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T09:00:00Z,42.3480,-61.9310,,,0,3.3,4.2,0.03,0.04,23.88,0.5,213,15,-0.067,0.215,01119971111171111
4402655,2021-08-14T09:00:00Z,42.3482,-61.9328,23.86,1018.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T10:00:00Z,42.3600,-61.9330,,,0,3.3,4.2,0.03,0.04,23.94,0.5,213,15,-0.03,0.371,01119971111171111
4402655,2021-08-14T10:00:00Z,42.3570,-61.9340,23.91,1019.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T11:00:00Z,42.3750,-61.9320,,,0,2.2,3.4,0.02,0.03,24.01,0.5,213,15,0.06,0.41,01119971111171111
4402655,2021-08-14T12:00:00Z,42.3930,-61.9320,,,0,2.3,3.4,0.02,0.03,24.08,0.5,213,15,0.15,0.449,01119971111171111
4402655,2021-08-14T12:00:00Z,42.3944,-61.9350,24.04,1019.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T13:00:00Z,42.4050,-61.9240,,,0,2.3,3.4,0.02,0.03,24.17,0.5,213,15,0.273,0.347,01119971111171111
4402655,2021-08-14T13:00:00Z,42.4074,-61.9256,24.12,1019.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T14:00:00Z,42.4160,-61.9110,,,0,2.4,5.2,0.02,0.03,24.24,0.5,213,15,0.319,0.253,01119971111171111
4402655,2021-08-14T14:00:00Z,42.4176,-61.9122,24.22,1019.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T15:00:00Z,42.4210,-61.8980,,,0,2.4,5.2,0.02,0.03,24.31,0.5,213,15,0.284,0.043,01119971111171111
4402655,2021-08-14T15:00:00Z,42.4232,-61.8980,24.26,1019.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T16:00:00Z,42.4210,-61.8880,,,0,2.4,5.2,0.02,0.03,24.36,0.5,213,15,0.19,-0.078,01119971111171111
4402655,2021-08-14T16:00:00Z,42.4214,-61.8866,24.36,1019.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T17:00:00Z,42.4170,-61.8820,,,0,3.9,4.9,0.02,0.03,24.37,0.5,213,15,0.091,-0.155,01119971111171111
4402655,2021-08-14T17:00:00Z,42.4176,-61.8808,24.37,1019,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T18:00:00Z,42.4100,-61.8800,,,0,3.9,4.9,0.02,0.03,24.35,0.5,213,15,0,-0.201,01119971111171111
4402655,2021-08-14T18:00:00Z,42.4108,-61.8788,24.37,1018.7,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T19:00:00Z,42.4050,-61.8820,,,0,3.9,4.9,0.02,0.03,24.32,0.5,213,15,-0.068,-0.124,01119971111171111
4402655,2021-08-14T19:00:00Z,42.4052,-61.8806,24.33,1018.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T20:00:00Z,42.4030,-61.8860,,,0,3.3,4.9,0.03,0.04,24.33,0.5,213,15,-0.126,-0.031,01119971111171111
4402655,2021-08-14T20:00:00Z,42.4026,-61.8848,24.31,1018.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T21:00:00Z,42.4030,-61.8930,,,0,3.3,4.9,0.03,0.04,24.34,0.5,213,15,-0.182,0.045,01119971111171111
4402655,2021-08-14T21:00:00Z,42.4026,-61.8922,24.35,1018,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T22:00:00Z,42.4070,-61.9020,,,0,3.4,4.9,0.03,0.04,24.34,0.5,213,15,-0.228,0.169,01119971111171111
4402655,2021-08-14T22:00:00Z,42.4064,-61.9006,24.32,1017.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-14T23:00:00Z,42.4150,-61.9110,,,0,4.1,-9.2,0.03,0.03,24.39,0.5,213,15,-0.262,0.31,01119971111171111
4402655,2021-08-14T23:00:00Z,42.4140,-61.9122,24.37,1017.9,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T00:00:00Z,42.4260,-61.9230,,,0,3.7,4,0.03,0.03,24.38,0.5,213,15,-0.229,0.416,01119971111171111
4402655,2021-08-15T00:00:00Z,42.4264,-61.9238,24.41,1018.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T01:00:00Z,42.4410,-61.9300,,,0,3.7,4,0.03,0.04,24.39,0.5,213,15,-0.092,0.463,01119971111171111
4402655,2021-08-15T01:00:00Z,42.4412,-61.9318,24.35,1018.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T02:00:00Z,42.4550,-61.9300,,,0,3.3,4.8,0.02,0.03,24.45,0.5,213,15,0.07,0.416,01119971111171111
4402655,2021-08-15T02:00:00Z,42.4556,-61.9322,24.43,1018,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T03:00:00Z,42.4660,-61.9250,,,0,3.3,4.8,0.02,0.03,24.49,0.5,213,15,0.148,0.325,01119971111171111
4402655,2021-08-15T03:00:00Z,42.4684,-61.9262,24.48,1017.9,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T04:00:00Z,42.4740,-61.9180,,,0,3.3,4.8,0.02,0.03,24.46,0.5,213,15,0.159,0.185,01119971111171111
4402655,2021-08-15T04:00:00Z,42.4772,-61.9188,24.5,1017.7,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T05:00:00Z,42.4800,-61.9120,,,0,4.2,4.9,0.02,0.03,24.37,0.5,213,15,0.124,0.109,01119971111171111
4402655,2021-08-15T05:00:00Z,42.4804,-61.9122,24.42,1017.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T06:00:00Z,42.4840,-61.9090,,,0,4.2,4.9,0.02,0.03,24.3,0.5,213,15,0.057,0.108,01119971111171111
4402655,2021-08-15T06:00:00Z,42.4836,-61.9080,24.31,1017.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T07:00:00Z,42.4870,-61.9050,,,0,4.2,4.9,0.02,0.03,24.28,0.5,213,15,0.057,0.093,01119971111171111
4402655,2021-08-15T07:00:00Z,42.4866,-61.9066,24.29,1017.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T08:00:00Z,42.4880,-61.9030,,,0,4.7,2.6,0.03,0.03,24.28,0.5,213,15,0.091,0.046,01119971111171111
4402655,2021-08-15T08:00:00Z,42.4900,-61.9028,24.27,1017.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T09:00:00Z,42.4900,-61.9000,,,0,4.7,2.6,0.03,0.03,24.33,0.5,213,15,0.068,0.015,01119971111171111
4402655,2021-08-15T09:00:00Z,42.4904,-61.8990,24.3,1017.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T10:00:00Z,42.4910,-61.8970,,,0,4.7,2.6,0.03,0.03,24.34,0.5,213,15,0,0.031,01119971111171111
4402655,2021-08-15T10:00:00Z,42.4908,-61.8968,24.36,1017.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T11:00:00Z,42.4930,-61.9000,,,0,3.7,0.7,0.03,0.02,24.32,0.5,213,15,-0.08,0.062,01119971111171111
4402655,2021-08-15T11:00:00Z,42.4922,-61.8988,24.32,1017.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T12:00:00Z,42.4950,-61.9030,,,0,3.7,0.7,0.03,0.02,24.3,0.5,213,15,-0.114,0.139,01119971111171111
4402655,2021-08-15T12:00:00Z,42.4948,-61.9038,24.33,1017.6,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T13:00:00Z,42.5000,-61.9090,,,0,3.7,0.7,0.03,0.02,24.34,0.5,213,15,-0.125,0.201,01119971111171111
4402655,2021-08-15T13:00:00Z,42.5006,-61.9092,24.27,1017.7,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T14:00:00Z,42.5070,-61.9140,,,0,4.2,1,0.02,0,24.48,0.5,213,15,-0.103,0.155,01119971111171111
4402655,2021-08-15T14:00:00Z,42.5080,-61.9150,24.41,1017.6,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T15:00:00Z,42.5110,-61.9180,,,0,4.2,1,0.02,0,24.62,0.5,213,15,-0.114,0.077,01119971111171111
4402655,2021-08-15T15:00:00Z,42.5114,-61.9182,24.56,1017.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T16:00:00Z,42.5130,-61.9240,,,0,4.3,1,0.02,0,24.65,0.5,213,15,-0.114,0.062,01119971111171111
4402655,2021-08-15T16:00:00Z,42.5132,-61.9248,24.68,1017,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T17:00:00Z,42.5150,-61.9280,,,0,4.8,-1.8,0.02,0,24.59,0.5,213,15,-0.08,0.123,01119971111171111
4402655,2021-08-15T17:00:00Z,42.5154,-61.9280,24.62,1016.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T18:00:00Z,42.5200,-61.9310,,,0,4.8,-1.9,0.02,0,24.54,0.5,213,15,-0.068,0.138,01119971111171111
4402655,2021-08-15T18:00:00Z,42.5206,-61.9316,24.55,1016.6,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T19:00:00Z,42.5230,-61.9350,,,0,4.8,-1.9,0.02,0,24.53,0.5,213,15,-0.068,0.108,01119971111171111
4402655,2021-08-15T19:00:00Z,42.5240,-61.9340,24.52,1016.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T20:00:00Z,42.5280,-61.9360,,,0,3.5,-2.7,0.03,-0.01,24.52,0.5,213,15,-0.023,0.154,01119971111171111
4402655,2021-08-15T20:00:00Z,42.5278,-61.9384,24.54,1016.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T21:00:00Z,42.5340,-61.9360,,,0,3.5,-2.6,0.03,-0.01,24.5,0.5,213,15,0.034,0.185,01119971111171111
4402655,2021-08-15T21:00:00Z,42.5340,-61.9358,24.5,1016.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T22:00:00Z,42.5400,-61.9360,,,0,3.5,-2.6,0.03,-0.01,24.49,0.5,213,15,-0.034,0.17,01119971111171111
4402655,2021-08-15T22:00:00Z,42.5396,-61.9354,24.49,1016.7,0,,,,,,,,,,,01111179999999999
4402655,2021-08-15T23:00:00Z,42.5440,-61.9380,,,0,4.5,-1.3,0.03,-0.02,24.47,0.5,213,15,-0.091,0.17,01119971111171111
4402655,2021-08-15T23:00:00Z,42.5452,-61.9386,24.49,1017,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T00:00:00Z,42.5500,-61.9420,,,0,4.5,-1.3,0.03,-0.02,24.47,0.5,213,15,-0.068,0.201,01119971111171111
4402655,2021-08-16T00:00:00Z,42.5506,-61.9434,24.45,1017.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T01:00:00Z,42.5570,-61.9440,,,0,4.5,-1.3,0.03,-0.01,24.54,0.5,213,15,0,0.201,01119971111171111
4402655,2021-08-16T01:00:00Z,42.5576,-61.9452,24.49,1017.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T02:00:00Z,42.5630,-61.9420,,,0,5,-3.3,0.03,-0.01,24.55,0.5,213,15,0.08,0.17,01119971111171111
4402655,2021-08-16T02:00:00Z,42.5644,-61.9434,24.6,1017.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T03:00:00Z,42.5690,-61.9380,,,0,5,-3.3,0.03,-0.01,24.47,0.5,213,15,0.114,0.139,01119971111171111
4402655,2021-08-16T03:00:00Z,42.5688,-61.9384,24.5,1017.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T04:00:00Z,42.5710,-61.9320,,,0,5,-3.3,0.03,-0.01,24.4,0.5,213,15,0.114,0.093,01119971111171111
4402655,2021-08-16T04:00:00Z,42.5732,-61.9334,24.43,1017.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T05:00:00Z,42.5750,-61.9280,,,0,2.5,-6.5,0.04,-0.03,24.33,0.5,213,15,0.103,0.047,01119971111171111
4402655,2021-08-16T05:00:00Z,42.5754,-61.9278,24.36,1017.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T06:00:00Z,42.5750,-61.9240,,,0,2.5,-6.5,0.04,-0.03,24.26,0.5,213,15,0.057,-0.031,01119971111171111
4402655,2021-08-16T06:00:00Z,42.5758,-61.9244,24.29,1017.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T07:00:00Z,42.5730,-61.9230,,,0,2.5,-6.5,0.04,-0.03,24.19,0.5,213,15,0.011,-0.093,01119971111171111
4402655,2021-08-16T07:00:00Z,42.5730,-61.9226,24.23,1017.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T08:00:00Z,42.5700,-61.9230,,,0,1.3,-5.9,0.03,-0.06,24.13,0.5,213,15,-0.011,-0.077,01119971111171111
4402655,2021-08-16T08:00:00Z,42.5700,-61.9228,24.14,1017.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T09:00:00Z,42.5680,-61.9240,,,0,1.3,-5.9,0.03,-0.06,24.1,0.5,213,15,-0.023,-0.047,01119971111171111
4402655,2021-08-16T09:00:00Z,42.5680,-61.9238,24.12,1018,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T10:00:00Z,42.5680,-61.9260,,,0,1.3,-5.9,0.03,-0.06,24.09,0.5,213,15,-0.091,0,01119971111171111
4402655,2021-08-16T10:00:00Z,42.5674,-61.9250,24.07,1018.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T11:00:00Z,42.5680,-61.9320,,,0,1.3,-4.6,0.01,-0.05,24.11,0.5,213,15,-0.206,0.031,01119971111171111
4402655,2021-08-16T11:00:00Z,42.5676,-61.9316,24.11,1018.9,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T12:00:00Z,42.5690,-61.9430,,,0,1.3,-4.6,0.01,-0.05,24.12,0.5,213,15,-0.25,0.031,01119971111171111
4402655,2021-08-16T12:00:00Z,42.5690,-61.9428,24.11,1019.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T13:00:00Z,42.5710,-61.9550,,,0,1.3,-4.6,0.01,-0.05,24.15,0.5,213,15,-0.273,0.108,01119971111171111
4402655,2021-08-16T13:00:00Z,42.5704,-61.9544,24.13,1019.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T14:00:00Z,42.5760,-61.9660,,,0,-1,-3.4,0,-0.03,24.21,0.5,213,15,-0.273,0.201,01119971111171111
4402655,2021-08-16T14:00:00Z,42.5756,-61.9670,24.18,1019.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T15:00:00Z,42.5840,-61.9770,,,0,-1,-3.4,0,-0.03,24.23,0.5,213,15,-0.205,0.247,01119971111171111
4402655,2021-08-16T15:00:00Z,42.5832,-61.9778,24.24,1020,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T16:00:00Z,42.5920,-61.9840,,,0,-1.1,-3.4,0,-0.03,24.29,0.5,213,15,-0.102,0.309,01119971111171111
4402655,2021-08-16T16:00:00Z,42.5918,-61.9846,24.22,1020.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T17:00:00Z,42.6040,-61.9860,,,0,-0.9,-4.6,0,-0.02,24.34,0.5,213,15,0,0.37,01119971111171111
4402655,2021-08-16T17:00:00Z,42.6028,-61.9870,24.36,1020,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T18:00:00Z,42.6150,-61.9830,,,0,-0.9,-4.6,0,-0.02,24.33,0.5,213,15,0.113,0.371,01119971111171111
4402655,2021-08-16T18:00:00Z,42.6158,-61.9846,24.32,1020.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T19:00:00Z,42.6250,-61.9770,,,0,-0.9,-4.6,0,-0.02,24.36,0.5,213,15,0.193,0.277,01119971111171111
4402655,2021-08-16T19:00:00Z,42.6266,-61.9766,24.35,1020.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T20:00:00Z,42.6320,-61.9670,,,0,-1.3,-4.8,-0.01,-0.03,24.36,0.5,213,15,0.216,0.17,01119971111171111
4402655,2021-08-16T20:00:00Z,42.6336,-61.9678,24.37,1020.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T21:00:00Z,42.6370,-61.9570,,,0,-1.3,-4.8,-0.01,-0.03,24.36,0.5,213,15,0.261,0.062,01119971111171111
4402655,2021-08-16T21:00:00Z,42.6376,-61.9576,24.35,1020.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T22:00:00Z,42.6370,-61.9450,,,0,-1.3,-4.8,-0.01,-0.03,24.34,0.5,213,15,0.307,-0.046,01119971111171111
4402655,2021-08-16T22:00:00Z,42.6378,-61.9448,24.37,1020.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-16T23:00:00Z,42.6330,-61.9310,,,0,-0.6,-3.4,-0.01,-0.03,24.29,0.5,213,15,0.288,-0.148,01119971111171111
4402655,2021-08-16T23:00:00Z,42.6346,-61.9306,24.31,1020.6,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T00:00:00Z,42.6270,-61.9240,,,0,-0.6,-3.4,-0.01,-0.03,24.23,0.5,213,15,0.155,-0.214,01119971111171111
4402655,2021-08-17T00:00:00Z,42.6278,-61.9204,24.27,1021.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T01:00:00Z,42.6200,-61.9230,,,0,-0.7,-3.4,-0.01,-0.03,24.17,0.5,213,15,-0.062,-0.21,01119971111171111
4402655,2021-08-17T01:00:00Z,42.6198,-61.9204,24.18,1021.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T02:00:00Z,42.6160,-61.9310,,,0,0.5,-0.5,0,-0.02,24.15,0.5,213,15,-0.16,-0.125,01119971111171111
4402655,2021-08-17T03:00:00Z,42.6100,-61.9420,,,0,0.5,-0.5,0,-0.02,24.16,0.5,213,15,-0.258,-0.041,01119971111171111
4402655,2021-08-17T03:00:00Z,42.6092,-61.9408,24.14,1021.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T04:00:00Z,42.6100,-61.9520,,,0,0.5,-0.5,0,-0.02,24.1,0.5,213,15,-0.227,0.075,01119971111171111
4402655,2021-08-17T04:00:00Z,42.6086,-61.9542,24.19,1021.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T05:00:00Z,42.6120,-61.9620,,,0,2.7,-1.4,0,0,24.01,0.5,213,15,-0.17,0.14,01119971111171111
4402655,2021-08-17T05:00:00Z,42.6132,-61.9624,24,1021.6,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T06:00:00Z,42.6180,-61.9690,,,0,2.7,-1.4,0,0,24.03,0.5,213,15,-0.148,0.185,01119971111171111
4402655,2021-08-17T06:00:00Z,42.6180,-61.9694,24.02,1021.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T07:00:00Z,42.6250,-61.9730,,,0,2.7,-1.4,0,0,24.03,0.5,213,15,-0.102,0.232,01119971111171111
4402655,2021-08-17T07:00:00Z,42.6248,-61.9746,24.04,1022,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T08:00:00Z,42.6320,-61.9770,,,0,3.5,-2.4,0.01,-0.01,24.02,0.5,213,15,-0.046,0.262,01119971111171111
4402655,2021-08-17T08:00:00Z,42.6326,-61.9776,24.02,1022.1,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T09:00:00Z,42.6430,-61.9780,,,0,3.5,-2.4,0.01,-0.01,24.01,0.5,213,15,-0.009,0.3,01119971111171111
4402655,2021-08-17T09:00:00Z,42.6422,-61.9786,24.01,1022.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T10:00:00Z,42.6520,-61.9770,,,0,3.5,-2.4,0.01,-0.01,24.02,0.5,213,15,0.053,0.282,01119971111171111
4402655,2021-08-17T10:00:00Z,42.6530,-61.9784,24.01,1022.9,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T11:00:00Z,42.6590,-61.9720,,,0,0.1,-3.1,0.02,-0.01,24.05,0.5,213,15,0.088,0.24,01119971111171111
4402655,2021-08-17T12:00:00Z,42.6670,-61.9670,,,0,0.1,-3,0.02,-0.01,24.1,0.5,213,15,0.123,0.197,01119971111171111
4402655,2021-08-17T12:00:00Z,42.6670,-61.9682,24.07,1023.8,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T13:00:00Z,42.6730,-61.9620,,,0,0.1,-3,0.02,-0.01,24.24,0.5,213,15,0.157,0.179,01119971111171111
4402655,2021-08-17T13:00:00Z,42.6730,-61.9630,24.14,1024,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T14:00:00Z,42.6780,-61.9530,,,0,0.6,0.1,0.01,-0.01,24.61,0.5,213,15,0.204,0.155,01119971111171111
4402655,2021-08-17T14:00:00Z,42.6788,-61.9550,24.35,1024.4,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T15:00:00Z,42.6810,-61.9450,,,0,0.6,0.1,0.01,-0.01,25.12,0.5,213,15,0.227,0.062,01119971111171111
4402655,2021-08-17T15:00:00Z,42.6834,-61.9446,24.88,1024,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T16:00:00Z,42.6810,-61.9360,,,0,0.6,0.1,0.01,-0.01,25.45,0.5,213,15,0.181,-0.047,01119971111171111
4402655,2021-08-17T16:00:00Z,42.6832,-61.9354,25.36,1023.5,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T17:00:00Z,42.6790,-61.9290,,,0,2.2,0.7,0,0,25.64,0.5,213,15,0.125,-0.124,01119971111171111
4402655,2021-08-17T17:00:00Z,42.6800,-61.9290,25.55,1023.3,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T18:00:00Z,42.6740,-61.9240,,,0,2.2,0.7,0,0,25.63,0.5,213,15,0.091,-0.154,01119971111171111
4402655,2021-08-17T18:00:00Z,42.6750,-61.9244,25.74,1023.2,0,,,,,,,,,,,01111179999999999
4402655,2021-08-17T19:00:00Z,42.6690,-61.9220,,,0,2.1,0.7,0,0,25.31,0.5,213,15,0.034,-0.154,01119971111171111
