PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DRYT LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
4403532,2021-11-21T14:00:00Z,45.2063,-57.6320,7.7,-34.3,0,0111147
4403532,2021-11-21T15:00:00Z,45.2026,-57.6170,7.7,-34.3,0,0111147
4403532,2021-11-21T16:00:00Z,45.1970,-57.6001,7.7,-34.3,0,0111147
4403532,2021-11-21T17:00:00Z,45.1929,-57.5834,7.7,-34.3,0,0111147
4403532,2021-11-21T18:00:00Z,45.1872,-57.5651,7.7,-34.3,0,0111147
4403532,2021-11-21T19:00:00Z,45.1783,-57.5500,7.7,-34.3,0,0111147
4403532,2021-11-21T20:00:00Z,45.1684,-57.5393,7.7,-34.3,0,0111147
4403532,2021-11-21T21:00:00Z,45.1599,-57.5322,7.7,-34.3,0,0111147
4403532,2021-11-21T22:00:00Z,45.1541,-57.5283,7.7,-34.3,0,0111147
4403532,2021-11-21T23:00:00Z,45.1526,-57.5275,7.7,-34.3,0,0111147
4403532,2021-11-22T01:00:00Z,45.1640,-57.5263,7.5,-34.3,0,0111147
4403532,2021-11-22T02:00:00Z,45.1731,-57.5221,7.5,-34.3,0,0111147
4403532,2021-11-22T03:00:00Z,45.1812,-57.5112,7.5,-34.3,0,0111147
4403532,2021-11-22T04:00:00Z,45.1850,-57.4950,7.5,-34.3,0,0111147
4403532,2021-11-22T05:00:00Z,45.1840,-57.4804,7.5,-34.3,0,0111147
4403532,2021-11-22T06:00:00Z,45.1824,-57.4714,7.5,-34.3,0,0111147
4403532,2021-11-22T07:00:00Z,45.1804,-57.4630,7.5,-34.3,0,0111147
4403532,2021-11-22T08:00:00Z,45.1789,-57.4581,7.4,-34.3,0,0111147
4403532,2021-11-22T09:00:00Z,45.1794,-57.4580,7.4,-34.3,0,0111147
4403532,2021-11-22T10:00:00Z,45.1825,-57.4572,7.5,-34.3,0,0111147
4403532,2021-11-22T11:00:00Z,45.1871,-57.4566,7.5,-34.3,0,0111147
4403532,2021-11-22T12:00:00Z,45.1929,-57.4555,7.7,-34.3,0,0111147
4403532,2021-11-22T13:00:00Z,45.2006,-57.4540,7.7,-34.3,0,0111147
4403532,2021-11-22T14:00:00Z,45.2088,-57.4492,7.8,-34.3,0,0111147
4403532,2021-11-22T15:00:00Z,45.2161,-57.4398,7.8,-34.3,0,0111147
4403532,2021-11-22T16:00:00Z,45.2218,-57.4271,7.9,-34.3,0,0111147
4403532,2021-11-22T17:00:00Z,45.2271,-57.4137,8,-34.3,0,0111147
4403532,2021-11-22T18:00:00Z,45.2328,-57.4057,8,-34.3,0,0111147
4403532,2021-11-22T19:00:00Z,45.2372,-57.4030,8.1,-34.3,0,0111147
4403532,2021-11-22T20:00:00Z,45.2396,-57.4020,8.1,-34.3,0,0111147
4403532,2021-11-22T21:00:00Z,45.2433,-57.4032,8.2,-34.3,0,0111147
4403532,2021-11-22T22:00:00Z,45.2481,-57.4041,8.2,-34.3,0,0111147
4403532,2021-11-22T23:00:00Z,45.2539,-57.4077,8.1,-34.3,0,0111147
4403532,2021-11-23T01:00:00Z,45.2683,-57.4128,8.2,-34.3,0,0111147
4403532,2021-11-23T02:00:00Z,45.2748,-57.4123,8.2,-34.3,0,0111147
4403532,2021-11-23T03:00:00Z,45.2796,-57.4067,8.1,-34.3,0,0111147
4403532,2021-11-23T04:00:00Z,45.2819,-57.4001,8.1,-34.3,0,0111147
4403532,2021-11-23T05:00:00Z,45.2826,-57.3956,8.2,-34.3,0,0111147
4403532,2021-11-23T06:00:00Z,45.2817,-57.3905,8.1,-34.3,0,0111147
4403532,2021-11-23T07:00:00Z,45.2808,-57.3882,8,-34.3,0,0111147
4403532,2021-11-23T08:00:00Z,45.2810,-57.3869,7.8,-34.3,0,0111147
4403532,2021-11-23T09:00:00Z,45.2823,-57.3877,7.4,-34.3,0,0111147
4403532,2021-11-23T10:00:00Z,45.2856,-57.3898,7.4,-34.3,0,0111147
4403532,2021-11-23T11:00:00Z,45.2920,-57.3910,7.5,-34.3,0,0111147
4403532,2021-11-23T12:00:00Z,45.3011,-57.3894,7.5,-34.3,0,0111147
4403532,2021-11-23T13:00:00Z,45.3111,-57.3849,7.5,-34.3,0,0111147
4403532,2021-11-23T14:00:00Z,45.3220,-57.3789,7.5,-34.3,0,0111147
4403532,2021-11-23T15:00:00Z,45.3329,-57.3748,7.5,-34.3,0,0111147
