PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),ATMS LEVEL0 (hectopascal),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4201703,2021-08-29T14:00:00Z,41.7360,-62.4150,,,0,-1.8,-3.5,-0.01,-0.03,27.65,0.5,312,15,0.282,0.521,01119971111171111
4201703,2021-08-29T14:00:00Z,41.7361,-62.4155,27.64,1024.4,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T15:00:00Z,41.7520,-62.4010,,,0,-1.8,-3.5,-0.01,-0.03,27.65,0.5,312,15,0.319,0.514,01119971111171111
4201703,2021-08-29T15:01:00Z,41.7528,-62.4022,27.67,1024.3,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T16:00:00Z,41.7690,-62.3860,,,0,-1.8,-3.5,-0.01,-0.03,27.6,0.5,312,15,0.358,0.491,01119971111171111
4201703,2021-08-29T17:00:00Z,41.7850,-62.3690,,,0,-0.5,-2.3,-0.01,-0.02,27.51,0.5,312,15,0.397,0.468,01119971111171111
4201703,2021-08-29T17:02:00Z,41.7856,-62.3704,27.58,1023.6,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T18:00:00Z,41.7990,-62.3520,,,0,-0.5,-2.3,-0.01,-0.02,27.45,0.5,312,15,0.437,0.43,01119971111171111
4201703,2021-08-29T18:00:00Z,41.7998,-62.3525,27.43,1023.4,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T19:00:00Z,41.8130,-62.3330,,,0,-0.5,-2.2,-0.01,-0.02,27.48,0.5,312,15,0.46,0.387,01119971111171111
4201703,2021-08-29T19:00:00Z,41.8140,-62.3326,27.47,1023,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T20:00:00Z,41.8260,-62.3130,,,0,0.3,-1.8,0,-0.01,27.48,0.5,312,15,0.426,0.401,01119971111171111
4201703,2021-08-29T20:00:00Z,41.8250,-62.3133,27.5,1022.9,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T21:00:00Z,41.8400,-62.2970,,,0,0.3,-1.8,0,-0.01,27.46,0.5,312,15,0.341,0.491,01119971111171111
4201703,2021-08-29T21:00:00Z,41.8399,-62.2963,27.45,1022.6,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T22:00:00Z,41.8560,-62.2830,,,0,0.3,-1.8,0,-0.01,27.46,0.5,312,15,0.311,0.555,01119971111171111
4201703,2021-08-29T22:01:00Z,41.8569,-62.2829,27.47,1021.9,0,,,,,,,,,,,01111179999999999
4201703,2021-08-29T23:00:00Z,41.8750,-62.2690,,,0,1.3,-0.3,0,0,27.45,0.5,312,15,0.336,0.623,01119971111171111
4201703,2021-08-29T23:00:00Z,41.8759,-62.2694,27.44,1021.9,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T00:00:00Z,41.8960,-62.2520,,,0,1.3,-0.3,0,0,27.48,0.5,312,15,0.39,0.664,01119971111171111
4201703,2021-08-30T00:00:00Z,41.8969,-62.2535,27.47,1022.2,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T01:00:00Z,41.9190,-62.2340,,,0,1.3,-0.3,0,0,27.49,0.5,312,15,0.482,0.71,01119971111171111
4201703,2021-08-30T01:00:00Z,41.9185,-62.2350,27.49,1022,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T02:00:00Z,41.9420,-62.2100,,,0,2.4,0.3,0,0,27.53,0.5,312,15,0.563,0.695,01119971111171111
4201703,2021-08-30T02:00:00Z,41.9426,-62.2124,27.48,1021.4,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T03:00:00Z,41.9630,-62.1850,,,0,2.5,0.2,0,0,27.41,0.5,312,15,0.642,0.618,01119971111171111
4201703,2021-08-30T03:00:00Z,41.9640,-62.1863,27.58,1021,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T04:00:00Z,41.9810,-62.1540,,,0,2.5,0.2,0,0,27.28,0.5,312,15,0.712,0.51,01119971111171111
4201703,2021-08-30T04:00:00Z,41.9830,-62.1560,27.24,1020.9,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T05:00:00Z,41.9950,-62.1230,,,0,3.5,0.2,0.01,0,27.37,0.5,312,15,0.782,0.401,01119971111171111
4201703,2021-08-30T05:00:00Z,41.9966,-62.1235,27.33,1020.2,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T06:00:00Z,42.0070,-62.0880,,,0,3.5,0.2,0.01,0,27.5,0.5,312,15,0.815,0.339,01119971111171111
4201703,2021-08-30T06:00:00Z,42.0085,-62.0879,27.42,1019.6,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T07:00:00Z,42.0190,-62.0530,,,0,3.6,0.3,0.01,0,27.57,0.5,312,15,0.815,0.309,01119971111171111
4201703,2021-08-30T07:00:00Z,42.0194,-62.0528,27.58,1019.2,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T08:00:00Z,42.0280,-62.0160,,,0,2.9,-0.6,0.01,0,27.56,0.5,312,15,0.815,0.278,01119971111171111
4201703,2021-08-30T08:00:00Z,42.0289,-62.0169,27.56,1019.1,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T09:00:00Z,42.0370,-61.9830,,,0,3,-0.7,0.02,0,27.55,0.5,312,15,0.78,0.278,01119971111171111
4201703,2021-08-30T09:00:00Z,42.0375,-61.9820,27.55,1019.3,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T10:00:00Z,42.0470,-61.9480,,,0,3.1,-0.7,0.02,0,27.26,0.5,312,15,0.803,0.293,01119971111171111
4201703,2021-08-30T10:00:00Z,42.0469,-61.9486,27.54,1019,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T11:00:00Z,42.0550,-61.9110,,,0,2.5,1.4,0.01,0,26.86,0.5,312,15,0.849,0.247,01119971111171111
4201703,2021-08-30T11:00:00Z,42.0559,-61.9124,26.98,1018.7,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T12:00:00Z,42.0630,-61.8750,,,0,2.5,1.3,0.01,0,26.74,0.5,312,15,0.86,0.232,01119971111171111
4201703,2021-08-30T12:00:00Z,42.0633,-61.8750,26.73,1018.5,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T13:00:00Z,42.0700,-61.8350,,,0,2.5,1.1,0.01,0,26.79,0.5,312,15,0.894,0.201,01119971111171111
4201703,2021-08-30T13:00:00Z,42.0708,-61.8375,26.76,1018.3,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T14:00:00Z,42.0760,-61.7970,,,0,4.3,2.7,0.01,0.01,26.86,0.5,312,15,0.929,0.17,01119971111171111
4201703,2021-08-30T14:00:00Z,42.0764,-61.7973,26.83,1017.9,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T15:00:00Z,42.0820,-61.7550,,,0,4.5,2.6,0.01,0.01,26.91,0.5,312,15,0.963,0.17,01119971111171111
4201703,2021-08-30T15:00:00Z,42.0824,-61.7561,26.89,1017.5,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T16:00:00Z,42.0870,-61.7120,,,0,4.7,2.4,0.01,0.01,26.93,0.5,312,15,1.019,0.139,01119971111171111
4201703,2021-08-30T16:00:00Z,42.0874,-61.7127,26.93,1016.8,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T17:00:00Z,42.0900,-61.6670,,,0,4.3,6.4,0.03,0.03,26.91,0.5,312,15,1.054,0.063,01119971111171111
4201703,2021-08-30T17:00:00Z,42.0909,-61.6674,26.92,1016,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T18:00:00Z,42.0900,-61.6190,,,0,4.1,6.2,0.03,0.02,26.9,0.5,312,15,1.089,-0.062,01119971111171111
4201703,2021-08-30T18:00:00Z,42.0912,-61.6213,26.89,1015.1,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T19:00:00Z,42.0850,-61.5710,,,0,3.7,6.1,0.02,0.02,26.94,0.5,312,15,1.123,-0.17,01119971111171111
4201703,2021-08-30T19:00:00Z,42.0874,-61.5718,26.91,1014.6,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T20:00:00Z,42.0780,-61.5230,,,0,5.2,4.8,0.05,0.07,26.98,0.5,312,15,1.089,-0.278,01119971111171111
4201703,2021-08-30T20:00:00Z,42.0799,-61.5228,26.98,1014.2,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T21:00:00Z,42.0680,-61.4780,,,0,5.3,4.8,0.05,0.06,26.98,0.5,312,15,1.02,-0.386,01119971111171111
4201703,2021-08-30T21:00:00Z,42.0692,-61.4768,26.98,1013.6,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T22:00:00Z,42.0540,-61.4330,,,0,5.4,4.8,0.05,0.06,26.98,0.5,312,15,0.975,-0.495,01119971111171111
4201703,2021-08-30T22:00:00Z,42.0548,-61.4336,26.97,1013.5,0,,,,,,,,,,,01111179999999999
4201703,2021-08-30T23:00:00Z,42.0360,-61.3910,,,0,7.2,6,0.09,0.09,27,0.5,312,15,0.964,-0.556,01119971111171111
4201703,2021-08-30T23:00:00Z,42.0367,-61.3917,27,1013.7,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T00:00:00Z,42.0190,-61.3510,,,0,7.3,5.9,0.09,0.09,27,0.5,312,15,0.941,-0.571,01119971111171111
4201703,2021-08-31T00:00:00Z,42.0188,-61.3502,26.99,1013.5,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T01:00:00Z,42.0000,-61.3100,,,0,7.4,5.8,0.09,0.09,27.01,0.5,312,15,0.93,-0.541,01119971111171111
4201703,2021-08-31T01:00:00Z,42.0000,-61.3100,27.01,1013,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T02:00:00Z,41.9840,-61.2700,,,0,8.7,5.6,0.12,0.1,27,0.5,312,15,0.918,-0.479,01119971111171111
4201703,2021-08-31T02:00:00Z,41.9839,-61.2691,27,1012.7,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T03:00:00Z,41.9690,-61.2290,,,0,8.6,5.6,0.12,0.1,26.98,0.5,312,15,0.922,-0.478,01119971111171111
4201703,2021-08-31T03:00:00Z,41.9695,-61.2295,26.99,1012.1,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T04:00:00Z,41.9520,-61.1880,,,0,8.6,5.6,0.13,0.1,26.96,0.5,312,15,0.941,-0.537,01119971111171111
4201703,2021-08-31T04:04:00Z,41.9521,-61.1858,26.97,1011.5,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T05:00:00Z,41.9330,-61.1460,,,0,7.2,5.8,0.15,0.1,26.95,0.5,312,15,0.97,-0.592,01119971111171111
4201703,2021-08-31T05:00:00Z,41.9342,-61.1482,26.95,1010.8,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T06:00:00Z,41.9110,-61.1050,,,0,7.3,5.7,0.15,0.1,26.94,0.5,312,15,0.959,-0.701,01119971111171111
4201703,2021-08-31T06:00:00Z,41.9146,-61.1041,26.95,1010.7,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T07:00:00Z,41.8880,-61.0670,,,0,7.3,5.5,0.15,0.1,26.95,0.5,312,15,0.808,-0.833,01119971111171111
4201703,2021-08-31T07:01:00Z,41.8875,-61.0644,26.93,1010.5,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T08:00:00Z,41.8610,-61.0340,,,0,10.5,5.3,0.17,0.11,26.96,0.5,312,15,0.683,-0.825,01119971111171111
4201703,2021-08-31T08:00:00Z,41.8610,-61.0328,26.98,1010.5,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T09:00:00Z,41.8340,-61.0060,,,0,10.4,5.4,0.17,0.11,26.9,0.5,312,15,0.616,-0.781,01119971111171111
4201703,2021-08-31T09:00:00Z,41.8351,-61.0052,26.94,1009.8,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T10:00:00Z,41.8100,-60.9800,,,0,10.3,5.5,0.17,0.11,26.83,0.5,312,15,0.572,-0.781,01119971111171111
4201703,2021-08-31T10:01:00Z,41.8100,-60.9793,26.85,1010,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T11:00:00Z,41.7850,-60.9570,,,0,11.1,5.4,0.22,0.12,26.78,0.5,312,15,0.508,-0.772,01119971111171111
4201703,2021-08-31T11:01:00Z,41.7842,-60.9552,26.81,1010.4,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T12:00:00Z,41.7610,-60.9350,,,0,11.1,5.3,0.22,0.12,26.72,0.5,312,15,0.475,-0.727,01119971111171111
4201703,2021-08-31T12:01:00Z,41.7597,-60.9349,26.74,1010.3,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T13:00:00Z,41.7370,-60.9150,,,0,11,5.2,0.21,0.13,26.7,0.5,312,15,0.478,-0.687,01119971111171111
4201703,2021-08-31T13:00:00Z,41.7382,-60.9145,26.7,1010,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T14:00:00Z,41.7160,-60.8940,,,0,10.3,7.1,0.26,0.15,26.69,0.5,312,15,0.467,-0.674,01119971111171111
4201703,2021-08-31T15:00:00Z,41.6950,-60.8730,,,0,10.3,7.1,0.26,0.15,26.68,0.5,312,15,0.455,-0.661,01119971111171111
4201703,2021-08-31T15:00:00Z,41.6950,-60.8717,26.68,1009.7,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T16:00:00Z,41.6740,-60.8540,,,0,10.3,7.2,0.26,0.15,26.68,0.5,312,15,0.413,-0.647,01119971111171111
4201703,2021-08-31T16:01:00Z,41.6728,-60.8532,26.68,1009.6,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T17:00:00Z,41.6530,-60.8350,,,0,10.7,7.4,0.28,0.19,26.67,0.5,312,15,0.37,-0.649,01119971111171111
4201703,2021-08-31T17:01:00Z,41.6532,-60.8347,26.67,1009.2,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T18:00:00Z,41.6320,-60.8200,,,0,10.7,7.4,0.28,0.18,26.65,0.5,312,15,0.338,-0.65,01119971111171111
4201703,2021-08-31T18:01:00Z,41.6310,-60.8206,26.66,1008.8,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T19:00:00Z,41.6100,-60.8060,,,0,10.7,7.5,0.29,0.18,26.63,0.5,312,15,0.322,-0.695,01119971111171111
4201703,2021-08-31T19:04:00Z,41.6096,-60.8049,26.64,1008.6,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T20:00:00Z,41.5880,-60.7940,,,0,11.6,6.5,0.3,0.21,26.61,0.5,312,15,0.223,-0.676,01119971111171111
4201703,2021-08-31T20:00:00Z,41.5846,-60.7941,26.62,1008.2,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T21:00:00Z,41.5670,-60.7850,,,0,11.5,6.8,0.31,0.22,26.58,0.5,312,15,0.192,-0.573,01119971111171111
4201703,2021-08-31T21:01:00Z,41.5671,-60.7863,26.6,1008.4,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T22:00:00Z,41.5490,-60.7780,,,0,11.5,7,0.31,0.22,26.54,0.5,312,15,0.17,-0.516,01119971111171111
4201703,2021-08-31T22:04:00Z,41.5473,-60.7765,26.55,1008.3,0,,,,,,,,,,,01111179999999999
4201703,2021-08-31T23:00:00Z,41.5340,-60.7710,,,0,8.2,8.3,0.27,0.2,26.51,0.5,312,15,0.152,-0.452,01119971111171111
4201703,2021-08-31T23:04:00Z,41.5332,-60.7709,26.52,1008.5,0,,,,,,,,,,,01111179999999999
4201703,2021-09-01T00:00:00Z,41.5200,-60.7640,,,0,8.2,8.4,0.27,0.2,26.48,0.5,312,15,0.14,-0.391,01119971111171111
4201703,2021-09-01T00:04:00Z,41.5184,-60.7636,26.49,1008,0,,,,,,,,,,,01111179999999999
4201703,2021-09-01T01:00:00Z,41.5090,-60.7580,,,0,8.2,8.4,0.27,0.2,26.46,0.5,312,15,0.117,-0.269,01119971111171111
4201703,2021-09-01T01:04:00Z,41.5076,-60.7586,26.47,1007.6,0,,,,,,,,,,,01111179999999999
4201703,2021-09-01T02:00:00Z,41.5010,-60.7540,,,0,8.6,9,0.22,0.19,26.44,0.5,312,15,0.147,-0.205,01119971111171111
4201703,2021-09-01T02:04:00Z,41.5007,-60.7536,26.44,1006.9,0,,,,,,,,,,,01111179999999999
4201703,2021-10-20T22:00:00Z,41.5000,-62.4360,,,0,6.6,-6.2,0.16,-0.14,22.09,0.5,313,15,-0.185,0.141,01119971111171111
4201703,2021-10-20T22:00:00Z,41.5005,-62.4361,22.06,1012.2,0,,,,,,,,,,,01111179999999999
4201703,2021-10-20T23:00:00Z,41.5050,-62.4450,,,0,7.3,-4.2,0.13,-0.11,22.1,0.5,313,15,-0.22,0.154,01119971111171111
4201703,2021-10-20T23:00:00Z,41.5059,-62.4445,22.12,1013.2,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T00:00:00Z,41.5090,-62.4530,,,0,7.3,-4.1,0.13,-0.11,22.09,0.5,313,15,-0.228,0.137,01119971111171111
4201703,2021-10-21T00:00:00Z,41.5097,-62.4548,22.07,1014,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T01:00:00Z,41.5130,-62.4640,,,0,7.3,-4.1,0.13,-0.11,21.73,0.5,313,15,-0.198,0.08,01119971111171111
4201703,2021-10-21T01:02:00Z,41.5146,-62.4638,22.11,1014.4,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T02:00:00Z,41.5150,-62.4730,,,0,7,-2.6,0.11,-0.07,21.3,0.5,313,15,-0.223,0.061,01119971111171111
4201703,2021-10-21T02:00:00Z,41.5150,-62.4720,21.33,1014.9,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T03:00:00Z,41.5210,-62.4830,,,0,7,-2.6,0.11,-0.07,21.26,0.5,313,15,-0.257,0.239,01119971111171111
4201703,2021-10-21T03:00:00Z,41.5195,-62.4825,21.27,1015.2,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T04:00:00Z,41.5290,-62.4930,,,0,7,-2.6,0.11,-0.07,21.25,0.5,313,15,-0.231,0.318,01119971111171111
4201703,2021-10-21T04:04:00Z,41.5309,-62.4948,21.24,1015.7,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T05:00:00Z,41.5400,-62.5020,,,0,7.8,-2.2,0.1,-0.04,21.29,0.5,313,15,-0.191,0.304,01119971111171111
4201703,2021-10-21T05:00:00Z,41.5399,-62.5032,21.26,1016.1,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T06:00:00Z,41.5490,-62.5090,,,0,7.8,-2.1,0.1,-0.04,21.32,0.5,313,15,-0.14,0.324,01119971111171111
4201703,2021-10-21T06:00:00Z,41.5504,-62.5110,21.33,1016.4,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T07:00:00Z,41.5600,-62.5140,,,0,7.8,-2.1,0.1,-0.04,21.29,0.5,313,15,-0.104,0.289,01119971111171111
4201703,2021-10-21T07:00:00Z,41.5611,-62.5153,21.3,1016.7,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T08:00:00Z,41.5680,-62.5200,,,0,7.8,-2.3,0.11,-0.04,21.28,0.5,313,15,-0.122,0.248,01119971111171111
4201703,2021-10-21T08:00:00Z,41.5685,-62.5182,21.27,1016.9,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T09:00:00Z,41.5730,-62.5290,,,0,7.8,-2.3,0.11,-0.04,21.29,0.5,313,15,-0.188,0.189,01119971111171111
4201703,2021-10-21T10:00:00Z,41.5770,-62.5400,,,0,7.8,-2.3,0.11,-0.04,21.31,0.5,313,15,-0.254,0.129,01119971111171111
4201703,2021-10-21T11:00:00Z,41.5830,-62.5490,,,0,5.8,-1.6,0.11,-0.04,21.36,0.5,313,15,-0.32,0.07,01119971111171111
4201703,2021-10-21T11:00:00Z,41.5835,-62.5491,21.32,1018.6,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T12:00:00Z,41.5850,-62.5640,,,0,5.8,-1.6,0.11,-0.04,21.45,0.5,313,15,-0.339,0.092,01119971111171111
4201703,2021-10-21T13:00:00Z,41.5880,-62.5780,,,0,5.7,-1.6,0.11,-0.04,21.53,0.5,313,15,-0.357,0.114,01119971111171111
4201703,2021-10-21T13:00:00Z,41.5860,-62.5788,21.49,1020,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T14:00:00Z,41.5910,-62.5950,,,0,4.3,0.7,0.07,-0.03,21.54,0.5,313,15,-0.367,0.214,01119971111171111
4201703,2021-10-21T14:01:00Z,41.5900,-62.5948,21.57,1020.1,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T15:00:00Z,41.5980,-62.6110,,,0,4.2,0.7,0.07,-0.03,21.51,0.5,313,15,-0.361,0.28,01119971111171111
4201703,2021-10-21T15:00:00Z,41.5988,-62.6111,21.51,1020.3,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T16:00:00Z,41.6080,-62.6250,,,0,4.1,0.8,0.07,-0.03,21.53,0.5,313,15,-0.32,0.278,01119971111171111
4201703,2021-10-21T16:00:00Z,41.6079,-62.6256,21.52,1020.1,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T17:00:00Z,41.6170,-62.6370,,,0,4.1,4.6,0.03,0.01,21.54,0.5,313,15,-0.269,0.282,01119971111171111
4201703,2021-10-21T17:00:00Z,41.6172,-62.6376,21.54,1019.7,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T18:00:00Z,41.6260,-62.6460,,,0,4,4.6,0.03,0.01,21.54,0.5,313,15,-0.226,0.294,01119971111171111
4201703,2021-10-21T19:00:00Z,41.6360,-62.6570,,,0,3.9,4.6,0.03,0.01,21.54,0.5,313,15,-0.182,0.306,01119971111171111
4201703,2021-10-21T19:02:00Z,41.6364,-62.6575,21.54,1018.5,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T20:00:00Z,41.6460,-62.6650,,,0,3.4,5.9,0.03,0.04,21.54,0.5,313,15,-0.162,0.273,01119971111171111
4201703,2021-10-21T20:00:00Z,41.6469,-62.6639,21.54,1018.7,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T21:00:00Z,41.6530,-62.6710,,,0,3.4,5.8,0.03,0.04,21.55,0.5,313,15,-0.159,0.213,01119971111171111
4201703,2021-10-21T21:00:00Z,41.6545,-62.6719,21.54,1018.9,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T22:00:00Z,41.6590,-62.6780,,,0,3.4,5.8,0.03,0.04,21.59,0.5,313,15,-0.138,0.14,01119971111171111
4201703,2021-10-21T22:02:00Z,41.6611,-62.6778,21.57,1019.2,0,,,,,,,,,,,01111179999999999
4201703,2021-10-21T23:00:00Z,41.6610,-62.6830,,,0,4.2,4.4,0.04,0.05,20.24,0.5,313,15,-0.164,0.033,01119971111171111
