PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),ATMS LEVEL0 (hectopascal),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4402656,2021-08-24T19:00:00Z,42.2802,-63.4632,23.05,1012.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-24T20:00:00Z,42.2800,-63.4530,,,0,4.9,6.3,0.05,0.06,22.99,0.5,213,15,0.195,0.046,01119971111171111
4402656,2021-08-24T20:00:00Z,42.2814,-63.4536,22.99,1012,0,,,,,,,,,,,01111179999999999
4402656,2021-08-24T21:00:00Z,42.2840,-63.4460,,,0,4.9,6.2,0.05,0.06,22.97,0.5,213,15,0.139,0.137,01119971111171111
4402656,2021-08-24T21:00:00Z,42.2834,-63.4456,23,1011.9,0,,,,,,,,,,,01111179999999999
4402656,2021-08-24T22:00:00Z,42.2910,-63.4390,,,0,5,6.2,0.05,0.06,22.91,0.5,213,15,0.171,0.262,01119971111171111
4402656,2021-08-24T22:00:00Z,42.2904,-63.4416,22.93,1011.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-24T23:00:00Z,42.2990,-63.4300,,,0,5.6,2.8,0.06,0.07,22.89,0.5,213,15,0.309,0.231,01119971111171111
4402656,2021-08-24T23:00:00Z,42.2996,-63.4312,22.89,1012,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T00:00:00Z,42.3040,-63.4140,,,0,5.7,2.9,0.06,0.07,22.9,0.5,213,15,0.424,0.091,01119971111171111
4402656,2021-08-25T00:00:00Z,42.3046,-63.4152,22.89,1012.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T01:00:00Z,42.3050,-63.3940,,,0,5.8,3,0.06,0.07,22.91,0.5,213,15,0.468,-0.032,01119971111171111
4402656,2021-08-25T01:00:00Z,42.3064,-63.3938,22.91,1012.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T02:00:00Z,42.3030,-63.3750,,,0,4,1.5,0.04,0.04,22.9,0.5,213,15,0.399,-0.108,01119971111171111
4402656,2021-08-25T02:00:00Z,42.3034,-63.3744,22.92,1013.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T03:00:00Z,42.2990,-63.3590,,,0,4,1.5,0.04,0.05,22.85,0.5,213,15,0.331,-0.124,01119971111171111
4402656,2021-08-25T03:00:00Z,42.2990,-63.3592,22.87,1013.2,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T04:00:00Z,42.2940,-63.3460,,,0,4,1.5,0.04,0.05,22.83,0.5,213,15,0.274,-0.108,01119971111171111
4402656,2021-08-25T04:00:00Z,42.2952,-63.3454,22.82,1013.5,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T05:00:00Z,42.2920,-63.3350,,,0,5.5,-2.3,0.03,0,22.86,0.5,213,15,0.206,-0.093,01119971111171111
4402656,2021-08-25T05:00:00Z,42.2920,-63.3350,22.85,1013.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T06:00:00Z,42.2900,-63.3280,,,0,5.5,-2.3,0.03,0,22.9,0.5,213,15,0.115,-0.047,01119971111171111
4402656,2021-08-25T06:00:00Z,42.2888,-63.3272,22.87,1014,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T07:00:00Z,42.2900,-63.3250,,,0,5.5,-2.4,0.03,0,22.95,0.5,213,15,0.046,0.046,01119971111171111
4402656,2021-08-25T07:00:00Z,42.2890,-63.3248,22.93,1014.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T08:00:00Z,42.2920,-63.3200,,,0,4.7,-4.4,0.04,-0.02,23.01,0.5,213,15,0.103,0.155,01119971111171111
4402656,2021-08-25T08:00:00Z,42.2920,-63.3230,22.97,1014.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T09:00:00Z,42.2990,-63.3140,,,0,4.7,-4.4,0.04,-0.02,23.06,0.5,213,15,0.183,0.216,01119971111171111
4402656,2021-08-25T09:00:00Z,42.2994,-63.3162,23.05,1015.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T10:00:00Z,42.3050,-63.3060,,,0,4.7,-4.4,0.04,-0.02,23.06,0.5,213,15,0.239,0.156,01119971111171111
4402656,2021-08-25T10:00:00Z,42.3060,-63.3070,23.07,1016.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T11:00:00Z,42.3070,-63.2930,,,0,4.9,-4.1,0.05,-0.04,23.03,0.5,213,15,0.309,0.03,01119971111171111
4402656,2021-08-25T11:00:00Z,42.3092,-63.2950,23.05,1017.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T12:00:00Z,42.3060,-63.2800,,,0,4.9,-4.1,0.05,-0.04,23.01,0.5,213,15,0.319,-0.062,01119971111171111
4402656,2021-08-25T12:00:00Z,42.3076,-63.2796,23.01,1017.5,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T13:00:00Z,42.3050,-63.2650,,,0,4.9,-4.2,0.05,-0.04,23.04,0.5,213,15,0.32,-0.093,01119971111171111
4402656,2021-08-25T13:00:00Z,42.3054,-63.2672,23.02,1017.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T14:00:00Z,42.3000,-63.2520,,,0,5,-2,0.04,-0.04,23.11,0.5,213,15,0.32,-0.124,01119971111171111
4402656,2021-08-25T14:00:00Z,42.3018,-63.2524,23.06,1018.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T15:00:00Z,42.2970,-63.2380,,,0,5,-2,0.04,-0.04,23.22,0.5,213,15,0.297,-0.154,01119971111171111
4402656,2021-08-25T15:00:00Z,42.2974,-63.2394,23.17,1018.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T16:00:00Z,42.2920,-63.2270,,,0,5,-2,0.04,-0.04,23.35,0.5,213,15,0.274,-0.093,01119971111171111
4402656,2021-08-25T16:00:00Z,42.2924,-63.2264,23.27,1018.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T17:00:00Z,42.2900,-63.2150,,,0,5.3,-0.8,0.04,-0.02,23.48,0.5,213,15,0.24,-0.062,01119971111171111
4402656,2021-08-25T17:00:00Z,42.2912,-63.2150,23.43,1018.5,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T18:00:00Z,42.2890,-63.2060,,,0,5.3,-0.8,0.04,-0.02,23.57,0.5,213,15,0.194,-0.047,01119971111171111
4402656,2021-08-25T18:00:00Z,42.2884,-63.2052,23.54,1018.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T19:00:00Z,42.2890,-63.1960,,,0,5.3,-0.8,0.04,-0.02,23.64,0.5,213,15,0.205,0.031,01119971111171111
4402656,2021-08-25T19:00:00Z,42.2878,-63.1976,23.61,1018.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T20:00:00Z,42.2890,-63.1880,,,0,5.4,-0.5,0.04,-0.01,23.68,0.5,213,15,0.206,0.015,01119971111171111
4402656,2021-08-25T20:00:00Z,42.2896,-63.1874,23.67,1018.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T21:00:00Z,42.2900,-63.1800,,,0,5.4,-0.5,0.04,-0.01,23.73,0.5,213,15,0.171,0.016,01119971111171111
4402656,2021-08-25T21:00:00Z,42.2886,-63.1802,23.7,1018.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T22:00:00Z,42.2900,-63.1720,,,0,5.5,-0.5,0.04,-0.01,23.75,0.5,213,15,0.171,0.015,01119971111171111
4402656,2021-08-25T22:00:00Z,42.2908,-63.1720,23.76,1018.2,0,,,,,,,,,,,01111179999999999
4402656,2021-08-25T23:00:00Z,42.2900,-63.1640,,,0,4.1,1.1,0.04,0,23.74,0.5,213,15,0.183,-0.031,01119971111171111
4402656,2021-08-25T23:00:00Z,42.2904,-63.1646,23.74,1018.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T00:00:00Z,42.2870,-63.1570,,,0,4.1,1.1,0.04,0,23.73,0.5,213,15,0.183,-0.077,01119971111171111
4402656,2021-08-26T00:00:00Z,42.2892,-63.1564,23.73,1018.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T01:00:00Z,42.2850,-63.1480,,,0,4,1.1,0.04,0,23.71,0.5,213,15,0.16,-0.124,01119971111171111
4402656,2021-08-26T01:00:00Z,42.2850,-63.1486,23.72,1018.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T02:00:00Z,42.2820,-63.1430,,,0,4.5,0.7,0.03,0,23.69,0.5,213,15,0.103,-0.093,01119971111171111
4402656,2021-08-26T02:00:00Z,42.2810,-63.1420,23.7,1018.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T03:00:00Z,42.2790,-63.1390,,,0,4.5,0.7,0.03,0,23.65,0.5,213,15,0.057,-0.03,01119971111171111
4402656,2021-08-26T03:00:00Z,42.2794,-63.1396,23.67,1018.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T04:00:00Z,42.2780,-63.1370,,,0,4.5,0.7,0.03,0,23.6,0.5,213,15,0.069,0,01119971111171111
4402656,2021-08-26T04:00:00Z,42.2794,-63.1366,23.62,1018.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T05:00:00Z,42.2780,-63.1320,,,0,4.3,0.1,0.02,0,23.58,0.5,213,15,0.103,0.015,01119971111171111
4402656,2021-08-26T05:00:00Z,42.2794,-63.1338,23.58,1018.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T06:00:00Z,42.2790,-63.1270,,,0,4.3,0.1,0.02,0,23.57,0.5,213,15,0.137,0.046,01119971111171111
4402656,2021-08-26T06:00:00Z,42.2796,-63.1276,23.57,1018.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T07:00:00Z,42.2830,-63.1200,,,0,4.3,0.1,0.02,0,23.58,0.5,213,15,0.16,0.093,01119971111171111
4402656,2021-08-26T07:00:00Z,42.2816,-63.1222,23.58,1019,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T08:00:00Z,42.2850,-63.1120,,,0,4.5,-0.4,0.02,0,23.56,0.5,213,15,0.217,0.108,01119971111171111
4402656,2021-08-26T08:00:00Z,42.2862,-63.1138,23.57,1018.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T09:00:00Z,42.2870,-63.1030,,,0,4.5,-0.4,0.02,0,23.49,0.5,213,15,0.263,0.031,01119971111171111
4402656,2021-08-26T09:00:00Z,42.2888,-63.1028,23.54,1018.9,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T10:00:00Z,42.2860,-63.0910,,,0,4.5,-0.4,0.02,0,23.41,0.5,213,15,0.251,-0.078,01119971111171111
4402656,2021-08-26T10:00:00Z,42.2878,-63.0908,23.44,1019.2,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T11:00:00Z,42.2840,-63.0820,,,0,4,-0.5,0.02,0,23.37,0.5,213,15,0.182,-0.124,01119971111171111
4402656,2021-08-26T11:00:00Z,42.2842,-63.0810,23.37,1019.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T12:00:00Z,42.2790,-63.0750,,,0,4,-0.5,0.02,0,23.4,0.5,213,15,0.126,-0.139,01119971111171111
4402656,2021-08-26T12:00:00Z,42.2804,-63.0746,23.37,1019.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T13:00:00Z,42.2750,-63.0700,,,0,4,-0.5,0.02,0,23.46,0.5,213,15,0.07,-0.139,01119971111171111
4402656,2021-08-26T13:00:00Z,42.2752,-63.0702,23.43,1019.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T14:00:00Z,42.2710,-63.0690,,,0,4.1,-1.3,0.02,0,23.56,0.5,213,15,0.034,-0.047,01119971111171111
4402656,2021-08-26T14:00:00Z,42.2712,-63.0690,23.5,1019.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T15:00:00Z,42.2720,-63.0660,,,0,4.1,-1.3,0.02,0,23.71,0.5,213,15,0.092,0.062,01119971111171111
4402656,2021-08-26T15:00:00Z,42.2722,-63.0668,23.63,1019.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T16:00:00Z,42.2730,-63.0610,,,0,4.1,-1.3,0.02,0,23.85,0.5,213,15,0.137,0.062,01119971111171111
4402656,2021-08-26T16:00:00Z,42.2752,-63.0608,23.79,1019.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T17:00:00Z,42.2760,-63.0540,,,0,3.9,0.2,0.02,0,23.95,0.5,213,15,0.159,0.046,01119971111171111
4402656,2021-08-26T17:00:00Z,42.2762,-63.0548,23.91,1019.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T18:00:00Z,42.2770,-63.0460,,,0,3.9,0.2,0.02,0,24.09,0.5,213,15,0.228,0,01119971111171111
4402656,2021-08-26T18:00:00Z,42.2778,-63.0472,24,1019.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T19:00:00Z,42.2760,-63.0350,,,0,3.9,0.2,0.02,0,24.15,0.5,213,15,0.239,-0.062,01119971111171111
4402656,2021-08-26T19:00:00Z,42.2764,-63.0352,24.18,1018.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T20:00:00Z,42.2720,-63.0270,,,0,3.6,0.7,0.02,0,24.1,0.5,213,15,0.183,-0.093,01119971111171111
4402656,2021-08-26T20:00:00Z,42.2736,-63.0262,24.12,1018.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T21:00:00Z,42.2700,-63.0200,,,0,3.6,0.6,0.02,0,24.07,0.5,213,15,0.126,-0.108,01119971111171111
4402656,2021-08-26T21:00:00Z,42.2696,-63.0194,24.07,1018.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T22:00:00Z,42.2660,-63.0150,,,0,3.6,0.6,0.02,0,24.05,0.5,213,15,0.057,-0.077,01119971111171111
4402656,2021-08-26T22:00:00Z,42.2674,-63.0154,24.08,1018.2,0,,,,,,,,,,,01111179999999999
4402656,2021-08-26T23:00:00Z,42.2640,-63.0140,,,0,2.9,1.4,0.02,0,23.97,0.5,213,15,-0.011,-0.062,01119971111171111
4402656,2021-08-26T23:00:00Z,42.2646,-63.0144,24.01,1018.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T00:00:00Z,42.2640,-63.0150,,,0,2.9,1.4,0.02,0,23.96,0.5,213,15,-0.034,-0.031,01119971111171111
4402656,2021-08-27T00:00:00Z,42.2626,-63.0162,23.93,1018.5,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T01:00:00Z,42.2640,-63.0160,,,0,2.9,1.4,0.02,0,23.96,0.5,213,15,-0.011,0.031,01119971111171111
4402656,2021-08-27T01:00:00Z,42.2630,-63.0170,23.99,1018.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T02:00:00Z,42.2650,-63.0160,,,0,3.3,2.4,0.01,0.01,23.91,0.5,213,15,0.011,0.093,01119971111171111
4402656,2021-08-27T02:00:00Z,42.2646,-63.0174,23.93,1018.2,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T03:00:00Z,42.2700,-63.0150,,,0,3.3,2.4,0.01,0.01,23.87,0.5,213,15,0.023,0.17,01119971111171111
4402656,2021-08-27T03:00:00Z,42.2692,-63.0164,23.88,1018,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T04:00:00Z,42.2770,-63.0140,,,0,3.3,2.4,0.01,0.01,23.84,0.5,213,15,0.045,0.262,01119971111171111
4402656,2021-08-27T04:00:00Z,42.2758,-63.0152,23.86,1017.9,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T05:00:00Z,42.2850,-63.0090,,,0,4.4,2.4,0.01,0.01,23.81,0.5,213,15,0.137,0.309,01119971111171111
4402656,2021-08-27T05:00:00Z,42.2858,-63.0120,23.82,1018.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T06:00:00Z,42.2940,-63.0010,,,0,4.4,2.4,0.01,0.01,23.8,0.5,213,15,0.257,0.281,01119971111171111
4402656,2021-08-27T06:00:00Z,42.2958,-63.0030,23.8,1017.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T07:00:00Z,42.3000,-62.9870,,,0,4.4,2.4,0.01,0.01,23.81,0.5,213,15,0.268,0.23,01119971111171111
4402656,2021-08-27T07:00:00Z,42.3040,-62.9888,23.81,1017.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T08:00:00Z,42.3070,-62.9730,,,0,5.6,2.6,0.02,0.01,23.82,0.5,213,15,0.32,0.198,01119971111171111
4402656,2021-08-27T08:00:00Z,42.3064,-62.9714,23.82,1017.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T09:00:00Z,42.3000,-62.9660,,,0,5.6,2.6,0.02,0.02,23.81,0.5,213,15,0.232,0.18,01119971111171111
4402656,2021-08-27T10:00:00Z,42.2940,-62.9590,,,0,5.6,2.6,0.02,0.02,23.8,0.5,213,15,0.144,0.162,01119971111171111
4402656,2021-08-27T11:00:00Z,42.2870,-62.9520,,,0,5.5,2.2,0.03,0.02,23.79,0.5,213,15,0.055,0.145,01119971111171111
4402656,2021-08-27T12:00:00Z,42.2820,-62.9450,,,0,5.5,2.3,0.03,0.02,23.78,0.5,213,15,-0.033,0.127,01119971111171111
4402656,2021-08-27T13:00:00Z,42.2750,-62.9380,,,0,5.5,2.3,0.03,0.02,23.77,0.5,213,15,-0.121,0.109,01119971111171111
4402656,2021-08-27T14:00:00Z,42.2690,-62.9310,,,0,6.6,3.2,0.04,0.02,23.79,0.5,213,15,-0.209,0.091,01119971111171111
4402656,2021-08-27T14:00:00Z,42.2696,-62.9304,23.76,1016.9,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T15:00:00Z,42.2710,-62.9410,,,0,6.6,3.2,0.04,0.02,23.84,0.5,213,15,-0.175,0.137,01119971111171111
4402656,2021-08-27T15:00:00Z,42.2708,-62.9426,23.83,1016.6,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T16:00:00Z,42.2730,-62.9500,,,0,6.6,3.2,0.04,0.02,23.89,0.5,213,15,-0.159,0.141,01119971111171111
4402656,2021-08-27T16:00:00Z,42.2730,-62.9510,23.86,1016.4,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T17:00:00Z,42.2800,-62.9560,,,0,7.4,3.5,0.06,0.03,23.93,0.5,213,15,-0.09,0.263,01119971111171111
4402656,2021-08-27T17:00:00Z,42.2798,-62.9570,23.92,1016.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T18:00:00Z,42.2900,-62.9580,,,0,7.5,3.4,0.06,0.03,23.93,0.5,213,15,-0.013,0.324,01119971111171111
4402656,2021-08-27T18:00:00Z,42.2900,-62.9588,23.94,1015.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T19:00:00Z,42.3000,-62.9550,,,0,7.5,3.3,0.06,0.03,23.9,0.5,213,15,0.124,0.325,01119971111171111
4402656,2021-08-27T19:00:00Z,42.3008,-62.9576,23.92,1016,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T20:00:00Z,42.3100,-62.9460,,,0,8.1,1.2,0.08,0.02,23.87,0.5,213,15,0.264,0.244,01119971111171111
4402656,2021-08-27T20:00:00Z,42.3110,-62.9484,23.88,1016.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T21:00:00Z,42.3160,-62.9350,,,0,8.1,1.2,0.08,0.02,23.84,0.5,213,15,0.297,0.154,01119971111171111
4402656,2021-08-27T21:00:00Z,42.3170,-62.9354,23.86,1016.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T22:00:00Z,42.3200,-62.9210,,,0,8.1,1.2,0.08,0.02,23.79,0.5,213,15,0.32,0.077,01119971111171111
4402656,2021-08-27T22:00:00Z,42.3208,-62.9224,23.82,1016.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-27T23:00:00Z,42.3200,-62.9070,,,0,6.7,-3.6,0.09,0,23.73,0.5,213,15,0.331,0.001,01119971111171111
4402656,2021-08-27T23:00:00Z,42.3216,-62.9070,23.75,1016.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T00:00:00Z,42.3190,-62.8940,,,0,6.8,-3.5,0.09,0,23.66,0.5,213,15,0.298,-0.121,01119971111171111
4402656,2021-08-28T00:00:00Z,42.3206,-62.8932,23.7,1016.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T01:00:00Z,42.3130,-62.8820,,,0,6.8,-3.4,0.09,0,23.59,0.5,213,15,0.182,-0.247,01119971111171111
4402656,2021-08-28T01:00:00Z,42.3144,-62.8808,23.62,1017.2,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T02:00:00Z,42.3050,-62.8790,,,0,0.3,-8.4,0.05,-0.05,23.55,0.5,213,15,-0.002,-0.262,01119971111171111
4402656,2021-08-28T02:00:00Z,42.3052,-62.8774,23.55,1017.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T03:00:00Z,42.2980,-62.8820,,,0,0.3,-8.4,0.05,-0.05,23.51,0.5,213,15,-0.138,-0.2,01119971111171111
4402656,2021-08-28T03:00:00Z,42.2968,-62.8812,23.54,1018.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T04:00:00Z,42.2920,-62.8890,,,0,0.4,-8.3,0.05,-0.05,23.47,0.5,213,15,-0.206,-0.108,01119971111171111
4402656,2021-08-28T04:00:00Z,42.2920,-62.8890,23.47,1018.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T05:00:00Z,42.2910,-62.8980,,,0,-3,-8.6,-0.01,-0.11,23.44,0.5,213,15,-0.24,-0.016,01119971111171111
4402656,2021-08-28T05:00:00Z,42.2904,-62.8992,23.47,1018.9,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T06:00:00Z,42.2920,-62.9100,,,0,-3,-8.6,-0.01,-0.11,23.38,0.5,213,15,-0.285,0.107,01119971111171111
4402656,2021-08-28T06:00:00Z,42.2910,-62.9104,23.41,1019.5,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T07:00:00Z,42.2980,-62.9240,,,0,-3,-8.6,-0.01,-0.11,23.3,0.5,213,15,-0.339,0.252,01119971111171111
4402656,2021-08-28T07:00:00Z,42.2970,-62.9242,23.35,1020.1,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T08:00:00Z,42.3070,-62.9350,,,0,-2.3,-9.4,-0.06,-0.16,23.22,0.5,213,15,-0.207,0.34,01119971111171111
4402656,2021-08-28T08:00:00Z,42.3080,-62.9396,23.25,1020.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T09:00:00Z,42.3180,-62.9390,,,0,-2.2,-9.4,-0.06,-0.16,23.18,0.5,213,15,0.06,0.304,01119971111171111
4402656,2021-08-28T09:00:00Z,42.3194,-62.9420,23.18,1021.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T10:00:00Z,42.3270,-62.9350,,,0,-2.2,-9.4,-0.06,-0.16,23.17,0.5,213,15,0.184,0.262,01119971111171111
4402656,2021-08-28T10:00:00Z,42.3278,-62.9364,23.17,1022.2,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T11:00:00Z,42.3340,-62.9250,,,0,-1.8,-9.9,-0.05,-0.19,23.15,0.5,213,15,0.228,0.2,01119971111171111
4402656,2021-08-28T11:00:00Z,42.3356,-62.9264,23.16,1022.8,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T12:00:00Z,42.3410,-62.9150,,,0,-1.8,-9.9,-0.05,-0.19,23.16,0.5,213,15,0.25,0.154,01119971111171111
4402656,2021-08-28T12:00:00Z,42.3414,-62.9162,23.14,1023.3,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T13:00:00Z,42.3440,-62.9040,,,0,-1.8,-9.9,-0.05,-0.19,23.18,0.5,213,15,0.251,0.047,01119971111171111
4402656,2021-08-28T13:00:00Z,42.3456,-62.9038,23.18,1023.7,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T14:00:00Z,42.3440,-62.8950,,,0,-2.1,-9.2,-0.04,-0.19,23.19,0.5,213,15,0.169,-0.078,01119971111171111
4402656,2021-08-28T14:00:00Z,42.3442,-62.8940,23.19,1024,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T15:00:00Z,42.3410,-62.8900,,,0,-2.1,-9.2,-0.04,-0.19,23.2,0.5,213,15,0.045,-0.108,01119971111171111
4402656,2021-08-28T15:00:00Z,42.3412,-62.8892,23.19,1024,0,,,,,,,,,,,01111179999999999
4402656,2021-08-28T16:00:00Z,42.3370,-62.8900,,,0,-2.1,-9.2,-0.04,-0.19,23.22,0.5,213,15,-0.055,-0.124,01119971111171111
4402656,2021-08-28T16:00:00Z,42.3374,-62.8900,23.22,1024.2,0,,,,,,,,,,,01111179999999999
