PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),ATMS LEVEL-1 (hectopascal),ATPT LEVEL-1 (hectopascal/hour),DEPH LEVEL-1 (meter),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4402603,2021-02-04T10:00:00Z,44.3750,-57.8770,,,,0,1.3,3.8,0.04,0.05,4.82,0.5,313,15,0.143,0.077,011199971111171111
4402603,2021-02-04T10:00:00Z,44.3764,-57.8784,1003.2,0.2,-0.5,,,,,,4.97,0.5,,15,0.136881,0.061775,011111799999179711
4402603,2021-02-04T11:00:00Z,44.3800,-57.8720,,,,0,1.2,-1.2,0.01,0.01,4.61,0.5,313,15,0.132,0.124,011199971111171111
4402603,2021-02-04T11:00:00Z,44.3794,-57.8722,1002.6,-1,-0.5,,,,,,4.66,0.5,,15,0.136875,0.092662,011111799999179711
4402603,2021-02-04T12:00:00Z,44.3830,-57.8660,,,,0,1.2,-1.2,0.01,0.01,4.61,0.5,313,15,0.132,0.154,011199971111171111
4402603,2021-02-04T12:00:00Z,44.3838,-57.8662,1003.4,0.7,-0.5,,,,,,4.56,0.5,,15,0.132451,0.135905,011111799999179711
4402603,2021-02-04T13:00:00Z,44.3890,-57.8600,,,,0,1.2,-1.2,0.01,0.01,4.8,0.5,313,15,0.132,0.154,011199971111171111
4402603,2021-02-04T13:00:00Z,44.3888,-57.8600,1003.8,0.6,-0.5,,,,,,4.69,0.5,,15,0.136855,0.154437,011111799999179711
4402603,2021-02-04T14:00:00Z,44.3930,-57.8530,,,,0,0.8,-0.3,0,0,4.99,0.5,313,15,0.154,0.124,011199971111171111
4402603,2021-02-04T14:00:00Z,44.3936,-57.8544,1004.6,2,-0.5,,,,,,4.92,0.5,,15,0.123601,0.14826,011111799999179711
4402603,2021-02-04T15:00:00Z,44.3960,-57.8450,,,,0,0.8,-0.3,0,0,5.06,0.5,313,15,0.221,0.093,011199971111171111
4402603,2021-02-04T15:00:00Z,44.3968,-57.8460,1004.5,1.1,-0.5,,,,,,5.07,0.5,,15,0.185389,0.09884,011111799999179711
4402603,2021-02-04T16:00:00Z,44.4000,-57.8340,,,,0,0.9,-0.3,0,0,4.94,0.5,313,15,0.254,0.077,011199971111171111
4402603,2021-02-04T16:00:00Z,44.3998,-57.8340,1004.3,0.5,-0.5,,,,,,5.06,0.5,,15,0.264827,0.092662,011111799999179711
4402603,2021-02-04T17:00:00Z,44.4020,-57.8230,,,,0,-2.3,0.5,0,0,4.76,0.5,313,15,0.232,0.062,011199971111171111
4402603,2021-02-04T17:00:00Z,44.4016,-57.8230,1003.5,-1.1,-0.5,,,,,,4.84,0.5,,15,0.242748,0.055597,011111799999179711
4402603,2021-02-04T18:00:00Z,44.4030,-57.8130,,,,0,-2.3,0.6,0,0,4.71,0.5,313,15,0.199,0.046,011199971111171111
4402603,2021-02-04T18:00:00Z,44.4036,-57.8130,1003.2,-1.3,-0.5,,,,,,4.7,0.5,,15,0.220673,0.061775,011111799999179711
4402603,2021-02-04T19:00:00Z,44.4040,-57.8050,,,,0,-2.3,0.6,0,0,4.65,0.5,313,15,0.165,0.046,011199971111171111
4402603,2021-02-04T19:00:00Z,44.4052,-57.8046,1002.9,-1.4,-0.5,,,,,,4.74,0.5,,15,0.185359,0.04942,011111799999179711
4402603,2021-02-04T20:00:00Z,44.4070,-57.7990,,,,0,0,8.3,-0.01,0.01,4.5,0.5,313,15,0.132,0.046,011199971111171111
4402603,2021-02-04T20:00:00Z,44.4066,-57.7982,1002.2,-1.3,-0.5,,,,,,4.55,0.5,,15,0.141223,0.043242,011111799999179711
4402603,2021-02-04T21:00:00Z,44.4080,-57.7920,,,,0,0,8.3,-0.01,0.01,4.41,0.5,313,15,0.11,0.045,011199971111171111
4402603,2021-02-04T21:00:00Z,44.4078,-57.7928,1001.8,-1.4,-0.5,,,,,,4.46,0.5,,15,0.119154,0.037065,011111799999179711
4402603,2021-02-04T22:00:00Z,44.4100,-57.7860,,,,0,-0.1,8.3,-0.01,0.01,4.37,0.5,313,15,0.143,0.124,011199971111171111
4402603,2021-02-04T22:00:00Z,44.4102,-57.7882,1001.5,-1.4,-0.5,,,,,,4.37,0.5,,15,0.101498,0.07413,011111799999179711
4402603,2021-02-04T23:00:00Z,44.4160,-57.7790,,,,0,3.2,5.7,0,0.06,4.36,0.5,313,15,0.188,0.185,011199971111171111
4402603,2021-02-04T23:00:00Z,44.4164,-57.7802,1001.3,-0.9,-0.5,,,,,,4.36,0.5,,15,0.176506,0.191502,011111799999179711
4402603,2021-02-05T00:00:00Z,44.4220,-57.7710,,,,0,3.1,5.7,0,0.06,4.43,0.5,313,15,0.188,0.17,011199971111171111
4402603,2021-02-05T00:00:00Z,44.4216,-57.7706,1001.6,-0.2,-0.5,,,,,,4.36,0.5,,15,0.211786,0.160615,011111799999179711
4402603,2021-02-05T01:00:00Z,44.4260,-57.7640,,,,0,3.1,5.7,0,0.06,4.28,0.5,313,15,0.155,0.154,011199971111171111
4402603,2021-02-05T01:00:00Z,44.4268,-57.7632,1001.7,0.2,-0.5,,,,,,4.52,0.5,,15,0.163238,0.160615,011111799999179711
4402603,2021-02-05T02:00:00Z,44.4310,-57.7560,,,,0,6.6,3.1,0.02,0.06,4.12,0.5,313,15,0.176,0.17,011199971111171111
4402603,2021-02-05T02:00:00Z,44.4318,-57.7570,1001.6,0.3,-0.5,,,,,,4.04,0.5,,15,0.136755,0.154437,011111799999179711
4402603,2021-02-05T03:00:00Z,44.4380,-57.7450,,,,0,6.6,3.2,0.02,0.06,4.15,0.5,313,15,0.243,0.185,011199971111171111
4402603,2021-02-05T03:00:00Z,44.4380,-57.7470,1002.1,0.5,-0.5,,,,,,4.21,0.5,,15,0.220551,0.191502,011111799999179711
4402603,2021-02-05T04:00:00Z,44.4430,-57.7350,,,,0,6.6,3.2,0.02,0.06,4.11,0.5,313,15,0.275,0.14,011199971111171111
4402603,2021-02-05T04:00:00Z,44.4438,-57.7354,1003.1,1.4,-0.5,,,,,,4.1,0.5,,15,0.255813,0.179147,011111799999179711
4402603,2021-02-05T05:00:00Z,44.4450,-57.7220,,,,0,8.1,0.2,0.07,0.03,4.18,0.5,313,15,0.298,0.046,011199971111171111
4402603,2021-02-05T05:00:00Z,44.4472,-57.7224,1003.5,1.9,-0.5,,,,,,4.14,0.5,,15,0.286664,0.105017,011111799999179711
4402603,2021-02-05T06:00:00Z,44.4450,-57.7080,,,,0,8.1,0.2,0.07,0.03,4.27,0.5,313,15,0.298,-0.046,011199971111171111
4402603,2021-02-05T06:00:00Z,44.4472,-57.7082,1004.2,2.1,-0.5,,,,,,4.23,0.5,,15,0.313116,0,011111799999179711
4402603,2021-02-05T07:00:00Z,44.4440,-57.6950,,,,0,8.1,0.2,0.07,0.03,4.27,0.5,313,15,0.243,-0.108,011199971111171111
4402603,2021-02-05T07:00:00Z,44.4444,-57.6954,1004.7,1.6,-0.5,,,,,,4.32,0.5,,15,0.282253,-0.086485,011111799999179711
4402603,2021-02-05T08:00:00Z,44.4390,-57.6870,,,,0,7,0.8,0.12,0.02,4.04,0.5,313,15,0.148,-0.138,011199971111171111
4402603,2021-02-05T08:00:00Z,44.4400,-57.6856,1004.8,1.3,-0.5,,,,,,4.22,0.5,,15,0.216113,-0.135905,011111799999179711
4402603,2021-02-05T09:00:00Z,44.4360,-57.6830,,,,0,7,0.8,0.12,0.02,3.8,0.5,313,15,0.009,-0.123,011199971111171111
4402603,2021-02-05T09:00:00Z,44.4348,-57.6820,1005.4,1.2,-0.5,,,,,,3.85,0.5,,15,0.079395,-0.160615,011111799999179711
4402603,2021-02-05T10:00:00Z,44.4310,-57.6860,,,,0,7,0.8,0.12,0.02,3.74,0.5,313,15,-0.091,-0.093,011199971111171111
4402603,2021-02-05T10:00:00Z,44.4318,-57.6848,1006.2,1.5,-0.5,,,,,,3.76,0.5,,15,-0.061756,-0.092662,011111799999179711
4402603,2021-02-05T11:00:00Z,44.4300,-57.6910,,,,0,7.3,2,0.1,0.01,3.72,0.5,313,15,-0.132,-0.062,011199971111171111
4402603,2021-02-05T11:00:00Z,44.4294,-57.6900,1006.6,1.8,-0.5,,,,,,3.72,0.5,,15,-0.114695,-0.07413,011111799999179711
4402603,2021-02-05T12:00:00Z,44.4290,-57.6960,,,,0,7.4,2,0.1,0.01,3.73,0.5,313,15,-0.166,0.016,011199971111171111
4402603,2021-02-05T12:00:00Z,44.4284,-57.6970,1007.8,2.4,-0.5,,,,,,3.72,0.5,,15,-0.154401,-0.030887,011111799999179711
4402603,2021-02-05T13:00:00Z,44.4300,-57.7050,,,,0,7.4,2,0.1,0.01,3.73,0.5,313,15,-0.188,0.062,011199971111171111
4402603,2021-02-05T13:00:00Z,44.4298,-57.7052,1008,1.8,-0.5,,,,,,3.74,0.5,,15,-0.18087,0.043242,011111799999179711
4402603,2021-02-05T14:00:00Z,44.4320,-57.7150,,,,0,7.1,1.7,0.07,0.02,3.72,0.5,313,15,-0.22,0.092,011199971111171111
4402603,2021-02-05T14:00:00Z,44.4324,-57.7144,1008.5,1.9,-0.5,,,,,,3.72,0.5,,15,-0.20292,0.080307,011111799999179711
4402603,2021-02-05T15:00:00Z,44.4360,-57.7230,,,,0,7.1,1.7,0.07,0.02,3.73,0.5,313,15,-0.198,0.139,011199971111171111
4402603,2021-02-05T15:00:00Z,44.4360,-57.7246,1009.2,1.4,-0.5,,,,,,3.72,0.5,,15,-0.224965,0.111195,011111799999179711
4402603,2021-02-05T16:00:00Z,44.4410,-57.7300,,,,0,7.1,1.7,0.07,0.02,3.74,0.5,313,15,-0.132,0.154,011199971111171111
4402603,2021-02-05T16:00:00Z,44.4410,-57.7316,1009.4,1.4,-0.5,,,,,,3.74,0.5,,15,-0.154376,0.154437,011111799999179711
4402603,2021-02-05T17:00:00Z,44.4450,-57.7360,,,,0,11,1.6,0.12,0.03,3.69,0.5,313,15,-0.067,0.139,011199971111171111
4402603,2021-02-05T17:00:00Z,44.4458,-57.7368,1009.8,1.3,-0.5,,,,,,3.73,0.5,,15,-0.11467,0.14826,011111799999179711
4402603,2021-02-05T18:00:00Z,44.4500,-57.7370,,,,0,10.9,1.6,0.12,0.03,3.63,0.5,313,15,0.021,0.124,011199971111171111
4402603,2021-02-05T18:00:00Z,44.4502,-57.7380,1010.4,1.2,-0.5,,,,,,3.65,0.5,,15,-0.02646,0.135905,011111799999179711
4402603,2021-02-05T19:00:00Z,44.4520,-57.7340,,,,0,10.9,1.6,0.11,0.03,3.58,0.5,313,15,0.1,0.077,011199971111171111
4402603,2021-02-05T19:00:00Z,44.4538,-57.7348,1011.3,1.9,-0.5,,,,,,3.61,0.5,,15,0.070556,0.111195,011111799999179711
4402603,2021-02-05T20:00:00Z,44.4530,-57.7290,,,,0,10,1.8,0.17,0.04,3.53,0.5,313,15,0.143,0,011199971111171111
4402603,2021-02-05T20:00:00Z,44.4554,-57.7294,1012.4,2.6,-0.5,,,,,,3.55,0.5,,15,0.119057,0.04942,011111799999179711
4402603,2021-02-05T21:00:00Z,44.4520,-57.7220,,,,0,10,1.8,0.17,0.04,3.51,0.5,313,15,0.154,-0.092,011199971111171111
4402603,2021-02-05T21:00:00Z,44.4536,-57.7222,1013,2.6,-0.5,,,,,,3.52,0.5,,15,0.158743,-0.055597,011111799999179711
4402603,2021-02-05T22:00:00Z,44.4480,-57.7160,,,,0,10,1.8,0.17,0.04,3.5,0.5,313,15,0.131,-0.187,011199971111171111
4402603,2021-02-05T22:00:00Z,44.4492,-57.7152,1014.1,2.8,-0.5,,,,,,3.52,0.5,,15,0.154342,-0.135905,011111799999179711
4402603,2021-02-05T23:00:00Z,44.4420,-57.7090,,,,0,9.4,1.5,0.23,0.04,3.5,0.5,313,15,0.099,-0.231,011199971111171111
4402603,2021-02-05T23:00:00Z,44.4422,-57.7096,1014.6,2.2,-0.5,,,,,,3.5,0.5,,15,0.123486,-0.216212,011111799999179711
4402603,2021-02-06T00:00:00Z,44.4330,-57.7070,,,,0,9.4,1.4,0.23,0.04,3.52,0.5,313,15,0.044,-0.232,011199971111171111
4402603,2021-02-06T00:00:00Z,44.4344,-57.7064,1015.6,2.6,-0.5,,,,,,3.53,0.5,,15,0.070572,-0.240922,011111799999179711
4402603,2021-02-06T01:00:00Z,44.4260,-57.7060,,,,0,9.4,1.4,0.23,0.04,3.52,0.5,313,15,-0.011,-0.201,011199971111171111
4402603,2021-02-06T01:00:00Z,44.4272,-57.7060,1016.5,2.4,-0.5,,,,,,3.53,0.5,,15,0.008823,-0.22239,011111799999179711
4402603,2021-02-06T02:00:00Z,44.4210,-57.7080,,,,0,5.9,2.1,0.19,0.03,3.52,0.5,313,15,-0.054,-0.17,011199971111171111
4402603,2021-02-06T02:00:00Z,44.4208,-57.7072,1016.6,2,-0.5,,,,,,3.53,0.5,,15,-0.026471,-0.19768,011111799999179711
4402603,2021-02-06T03:00:00Z,44.4170,-57.7100,,,,0,5.9,2.1,0.19,0.03,3.52,0.5,313,15,-0.099,-0.109,011199971111171111
4402603,2021-02-06T03:00:00Z,44.4156,-57.7114,1017.1,1.5,-0.5,,,,,,3.53,0.5,,15,-0.092658,-0.160615,011111799999179711
4402603,2021-02-06T04:00:00Z,44.4150,-57.7150,,,,0,5.9,2.1,0.19,0.03,3.52,0.5,313,15,-0.088,-0.015,011199971111171111
4402603,2021-02-06T04:00:00Z,44.4136,-57.7162,1017.2,0.7,-0.5,,,,,,3.53,0.5,,15,-0.105901,-0.061775,011111799999179711
4402603,2021-02-06T05:00:00Z,44.4150,-57.7170,,,,0,1.8,2.4,0.08,0.02,3.51,0.5,313,15,-0.033,0.047,011199971111171111
4402603,2021-02-06T05:00:00Z,44.4146,-57.7192,1016.9,0.3,-0.5,,,,,,3.53,0.5,,15,-0.066189,0.030887,011111799999179711
4402603,2021-02-06T06:00:00Z,44.4170,-57.7170,,,,0,1.8,2.4,0.08,0.02,3.5,0.5,313,15,0.033,0.046,011199971111171111
4402603,2021-02-06T06:00:00Z,44.4166,-57.7188,1017,-0.1,-0.5,,,,,,3.51,0.5,,15,0.008825,0.061775,011111799999179711
4402603,2021-02-06T07:00:00Z,44.4170,-57.7150,,,,0,1.8,2.4,0.08,0.02,3.49,0.5,313,15,0.088,0.031,011199971111171111
4402603,2021-02-06T07:00:00Z,44.4182,-57.7164,1016.6,-0.6,-0.5,,,,,,3.5,0.5,,15,0.052948,0.04942,011111799999179711
4402603,2021-02-06T08:00:00Z,44.4170,-57.7100,,,,0,-4.1,4.7,0.02,0.01,3.49,0.5,313,15,0.121,0,011199971111171111
4402603,2021-02-06T08:00:00Z,44.4186,-57.7114,1016.4,-0.5,-0.5,,,,,,3.49,0.5,,15,0.110307,0.012355,011111799999179711
4402603,2021-02-06T09:00:00Z,44.4170,-57.7050,,,,0,-4.1,4.7,0.02,0.01,3.49,0.5,313,15,0.132,-0.031,011199971111171111
4402603,2021-02-06T09:00:00Z,44.4178,-57.7054,1016,-1,-0.5,,,,,,3.49,0.5,,15,0.132368,-0.02471,011111799999179711
4402603,2021-02-06T10:00:00Z,44.4170,-57.6990,,,,0,-4.1,4.7,0.02,0.01,3.5,0.5,313,15,0.132,-0.031,011199971111171111
4402603,2021-02-06T10:00:00Z,44.4168,-57.6990,1015.6,-1,-0.5,,,,,,3.51,0.5,,15,0.141195,-0.030887,011111799999179711
4402603,2021-02-06T11:00:00Z,44.4160,-57.6930,,,,0,-8.2,8.4,-0.05,0.06,3.54,0.5,313,15,0.143,-0.015,011199971111171111
4402603,2021-02-06T11:00:00Z,44.4162,-57.6928,1013.9,-2.5,-0.5,,,,,,3.52,0.5,,15,0.136785,-0.018532,011111799999179711
4402603,2021-02-06T12:00:00Z,44.4160,-57.6860,,,,0,-8.2,8.4,-0.05,0.06,3.73,0.5,313,15,0.154,-0.016,011199971111171111
4402603,2021-02-06T12:00:00Z,44.4156,-57.6864,1012.8,-3.2,-0.5,,,,,,3.59,0.5,,15,0.141198,-0.018532,011111799999179711
4402603,2021-02-06T13:00:00Z,44.4150,-57.6790,,,,0,-8.2,8.4,-0.05,0.06,3.96,0.5,313,15,0.154,-0.031,011199971111171111
4402603,2021-02-06T13:00:00Z,44.4146,-57.6792,1011.8,-3.8,-0.5,,,,,,3.89,0.5,,15,0.15885,-0.030887,011111799999179711
4402603,2021-02-06T14:00:00Z,44.4140,-57.6710,,,,0,-2.4,13.7,-0.08,0.24,4.05,0.5,313,15,0.176,-0.016,011199971111171111
4402603,2021-02-06T14:00:00Z,44.4142,-57.6718,1010.6,-3.3,-0.5,,,,,,4.04,0.5,,15,0.163265,-0.012355,011111799999179711
4402603,2021-02-06T15:00:00Z,44.4140,-57.6620,,,,0,-2.4,13.7,-0.08,0.24,4.09,0.5,313,15,0.187,0.016,011199971111171111
4402603,2021-02-06T15:00:00Z,44.4144,-57.6632,1008.9,-3.9,-0.5,,,,,,4.07,0.5,,15,0.189741,0.006177,011111799999179711
4402603,2021-02-06T16:00:00Z,44.4150,-57.6540,,,,0,-2.5,13.7,-0.08,0.24,4.14,0.5,313,15,0.176,0.046,011199971111171111
4402603,2021-02-06T16:00:00Z,44.4152,-57.6548,1007.6,-4.2,-0.5,,,,,,4.14,0.5,,15,0.185326,0.02471,011111799999179711
4402603,2021-02-06T17:00:00Z,44.4160,-57.6460,,,,0,9.5,3.2,0.02,0.29,4.15,0.5,313,15,0.198,0.016,011199971111171111
4402603,2021-02-06T17:00:00Z,44.4166,-57.6470,1007.1,-3.5,-0.5,,,,,,4.16,0.5,,15,0.172086,0.043242,011111799999179711
4402603,2021-02-06T18:00:00Z,44.4150,-57.6360,,,,0,9.6,3.2,0.02,0.29,4.13,0.5,313,15,0.253,-0.061,011199971111171111
4402603,2021-02-06T18:00:00Z,44.4164,-57.6368,1007.4,-1.5,-0.5,,,,,,4.15,0.5,,15,0.225033,-0.006177,011111799999179711
4402603,2021-02-06T19:00:00Z,44.4110,-57.6230,,,,0,9.7,3.1,0.02,0.29,4.09,0.5,313,15,0.309,-0.154,011199971111171111
4402603,2021-02-06T19:00:00Z,44.4130,-57.6242,1008.3,0.7,-0.5,,,,,,4.13,0.5,,15,0.27799,-0.105017,011111799999179711
4402603,2021-02-06T20:00:00Z,44.4040,-57.6100,,,,0,11.5,1.7,0.17,0.16,4.04,0.5,313,15,0.31,-0.261,011199971111171111
4402603,2021-02-06T20:00:00Z,44.4060,-57.6088,1009.9,2.8,-0.5,,,,,,4.07,0.5,,15,0.339796,-0.216212,011111799999179711
4402603,2021-02-06T21:00:00Z,44.3960,-57.5980,,,,0,11.5,1.6,0.17,0.16,4,0.5,313,15,0.208,-0.309,011199971111171111
4402603,2021-02-06T21:00:00Z,44.3960,-57.5962,1010.7,3.3,-0.5,,,,,,4.02,0.5,,15,0.278055,-0.308875,011111799999179711
4402603,2021-02-06T22:00:00Z,44.3860,-57.5910,,,,0,11.5,1.6,0.17,0.16,3.97,0.5,313,15,0.109,-0.325,011199971111171111
4402603,2021-02-06T22:00:00Z,44.3856,-57.5904,1011.7,3.4,-0.5,,,,,,3.99,0.5,,15,0.128016,-0.32123,011111799999179711
4402603,2021-02-06T23:00:00Z,44.3750,-57.5870,,,,0,-2,0,0.22,0.05,3.93,0.5,313,15,0.055,-0.309,011199971111171111
4402603,2021-02-06T23:00:00Z,44.3752,-57.5864,1012.4,2.5,-0.5,,,,,,3.95,0.5,,15,0.088303,-0.32123,011111799999179711
4402603,2021-02-07T00:00:00Z,44.3660,-57.5840,,,,0,12.5,4,0.22,0.05,3.89,0.5,312,15,0.033,-0.293,011199971111171111
4402603,2021-02-07T00:00:00Z,44.3656,-57.5846,1013.4,2.7,-0.5,,,,,,3.91,0.5,,15,0.039743,-0.29652,011111799999179711
4402603,2021-02-07T01:00:00Z,44.3560,-57.5840,,,,0,12.5,3.9,0.22,0.05,3.85,0.5,312,15,0.022,-0.263,011199971111171111
4402603,2021-02-07T01:00:00Z,44.3556,-57.5834,1014.6,2.9,-0.5,,,,,,3.88,0.5,,15,0.0265,-0.308875,011111799999179711
4402603,2021-02-07T02:00:00Z,44.3480,-57.5820,,,,0,13.6,1,0.35,0.07,3.82,0.5,312,15,0.022,-0.201,011199971111171111
4402603,2021-02-07T02:00:00Z,44.3486,-57.5830,1015.4,3,-0.5,,,,,,3.84,0.5,,15,0.008835,-0.216212,011111799999179711
4402603,2021-02-07T03:00:00Z,44.3420,-57.5800,,,,0,13.6,1,0.35,0.07,3.81,0.5,312,15,0.066,-0.185,011199971111171111
4402603,2021-02-07T03:00:00Z,44.3434,-57.5810,1016.1,2.7,-0.5,,,,,,3.82,0.5,,15,0.044177,-0.160615,011111799999179711
4402603,2021-02-07T04:00:00Z,44.3370,-57.5770,,,,0,13.6,0.9,0.35,0.07,3.79,0.5,312,15,0.099,-0.185,011199971111171111
4402603,2021-02-07T04:00:00Z,44.3370,-57.5774,1016.9,2.3,-0.5,,,,,,3.8,0.5,,15,0.079527,-0.19768,011111799999179711
4402603,2021-02-07T05:00:00Z,44.3310,-57.5730,,,,0,14.5,0.2,0.48,0.05,3.78,0.5,312,15,0.088,-0.17,011199971111171111
4402603,2021-02-07T05:00:00Z,44.3314,-57.5724,1017.4,2,-0.5,,,,,,3.78,0.5,,15,0.110465,-0.17297,011111799999179711
4402603,2021-02-07T06:00:00Z,44.3270,-57.5690,,,,0,14.5,0.2,0.48,0.05,3.8,0.5,312,15,0.066,-0.123,011199971111171111
4402603,2021-02-07T06:00:00Z,44.3264,-57.5688,1018.4,2.3,-0.5,,,,,,3.8,0.5,,15,0.079542,-0.154437,011111799999179711
4402603,2021-02-07T07:00:00Z,44.3230,-57.5660,,,,0,14.5,0.2,0.48,0.05,3.8,0.5,312,15,0.055,-0.108,011199971111171111
4402603,2021-02-07T07:00:00Z,44.3228,-57.5662,1018.7,1.8,-0.5,,,,,,3.8,0.5,,15,0.057451,-0.111195,011111799999179711
4402603,2021-02-07T08:00:00Z,44.3190,-57.5640,,,,0,14.9,1.4,0.44,0.02,3.8,0.5,312,15,0.022,-0.139,011199971111171111
4402603,2021-02-07T08:00:00Z,44.3192,-57.5638,1019.2,1.8,-0.5,,,,,,3.8,0.5,,15,0.053035,-0.111195,011111799999179711
4402603,2021-02-07T09:00:00Z,44.3130,-57.5630,,,,0,15,1.4,0.44,0.02,3.81,0.5,312,15,-0.011,-0.139,011199971111171111
4402603,2021-02-07T09:00:00Z,44.3144,-57.5638,1019.6,1.2,-0.5,,,,,,3.82,0.5,,15,0,-0.14826,011111799999179711
4402603,2021-02-07T10:00:00Z,44.3110,-57.5630,,,,0,15,1.3,0.44,0.02,3.81,0.5,312,15,0,-0.093,011199971111171111
4402603,2021-02-07T10:00:00Z,44.3100,-57.5648,1020.6,1.9,-0.5,,,,,,3.82,0.5,,15,-0.022101,-0.135905,011111799999179711
4402603,2021-02-07T11:00:00Z,44.3070,-57.5630,,,,0,12.3,-2.7,0.41,-0.01,3.82,0.5,312,15,0.044,-0.077,011199971111171111
4402603,2021-02-07T11:00:00Z,44.3076,-57.5640,1021.4,2.2,-0.5,,,,,,3.82,0.5,,15,0.017682,-0.07413,011111799999179711
4402603,2021-02-07T12:00:00Z,44.3050,-57.5610,,,,0,12.3,-2.7,0.41,-0.01,3.85,0.5,312,15,0.077,-0.093,011199971111171111
4402603,2021-02-07T12:00:00Z,44.3052,-57.5608,1022.9,3.3,-0.5,,,,,,3.84,0.5,,15,0.070731,-0.07413,011111799999179711
4402603,2021-02-07T13:00:00Z,44.3010,-57.5560,,,,0,12.3,-2.7,0.41,-0.01,3.87,0.5,312,15,0.088,-0.108,011199971111171111
4402603,2021-02-07T13:00:00Z,44.3016,-57.5572,1024.3,3.7,-0.5,,,,,,3.87,0.5,,15,0.079577,-0.111195,011111799999179711
4402603,2021-02-07T14:00:00Z,44.2970,-57.5530,,,,0,8.9,-2,0.36,-0.07,3.87,0.5,312,15,0.099,-0.154,011199971111171111
4402603,2021-02-07T14:00:00Z,44.2978,-57.5532,1024.9,3.5,-0.5,,,,,,3.88,0.5,,15,0.088424,-0.117372,011111799999179711
4402603,2021-02-07T15:00:00Z,44.2920,-57.5480,,,,0,8.9,-2,0.36,-0.07,3.88,0.5,312,15,0.099,-0.17,011199971111171111
4402603,2021-02-07T15:00:00Z,44.2922,-57.5480,1024.5,1.6,-0.5,,,,,,3.89,0.5,,15,0.114961,-0.17297,011111799999179711
4402603,2021-02-07T16:00:00Z,44.2860,-57.5440,,,,0,8.9,-2,0.36,-0.07,3.88,0.5,312,15,0.067,-0.154,011199971111171111
4402603,2021-02-07T16:00:00Z,44.2874,-57.5438,1024.5,0.2,-0.5,,,,,,3.89,0.5,,15,0.092861,-0.14826,011111799999179711
4402603,2021-02-07T17:00:00Z,44.2830,-57.5420,,,,0,7.9,0.3,0.2,-0.04,3.88,0.5,312,15,0.011,-0.124,011199971111171111
4402603,2021-02-07T17:00:00Z,44.2824,-57.5418,1023.6,-1.3,-0.5,,,,,,3.89,0.5,,15,0.044223,-0.154437,011111799999179711
4402603,2021-02-07T18:00:00Z,44.2780,-57.5420,,,,0,7.9,0.3,0.2,-0.04,3.89,0.5,312,15,-0.033,-0.077,011199971111171111
4402603,2021-02-07T18:00:00Z,44.2790,-57.5428,1023.3,-1.2,-0.5,,,,,,3.9,0.5,,15,-0.022113,-0.105017,011111799999179711
4402603,2021-02-07T19:00:00Z,44.2770,-57.5440,,,,0,7.9,0.3,0.2,-0.04,3.89,0.5,312,15,-0.044,-0.046,011199971111171111
4402603,2021-02-07T19:00:00Z,44.2770,-57.5454,1023.5,-1,-0.5,,,,,,3.9,0.5,,15,-0.057497,-0.061775,011111799999179711
4402603,2021-02-07T20:00:00Z,44.2760,-57.5470,,,,0,3.5,0.4,0.1,0,3.89,0.5,312,15,-0.044,-0.015,011199971111171111
4402603,2021-02-07T20:00:00Z,44.2764,-57.5470,1023.5,-0.1,-0.5,,,,,,3.9,0.5,,15,-0.035384,-0.018532,011111799999179711
4402603,2021-02-07T21:00:00Z,44.2760,-57.5490,,,,0,3.5,0.4,0.1,0,3.88,0.5,312,15,-0.044,0.015,011199971111171111
4402603,2021-02-07T21:00:00Z,44.2764,-57.5490,1022.7,-0.6,-0.5,,,,,,3.89,0.5,,15,-0.04423,0,011111799999179711
4402603,2021-02-07T22:00:00Z,44.2780,-57.5490,,,,0,3.5,0.4,0.1,0,3.88,0.5,312,15,-0.022,0.062,011199971111171111
4402603,2021-02-07T22:00:00Z,44.2772,-57.5506,1021.7,-1.8,-0.5,,,,,,3.89,0.5,,15,-0.035383,0.02471,011111799999179711
4402603,2021-02-07T23:00:00Z,44.2790,-57.5500,,,,0,-4.1,-1,0.04,0,3.88,0.5,312,15,0,0.108,011199971111171111
4402603,2021-02-07T23:00:00Z,44.2800,-57.5508,1021.7,-1.8,-0.5,,,,,,3.9,0.5,,15,-0.004423,0.086485,011111799999179711
4402603,2021-02-08T00:00:00Z,44.2840,-57.5490,,,,0,-4,-1,0.04,0,3.87,0.5,312,15,0.022,0.139,011199971111171111
4402603,2021-02-08T00:00:00Z,44.2840,-57.5506,1019.7,-3,-0.5,,,,,,3.87,0.5,,15,0.004423,0.12355,011111799999179711
4402603,2021-02-08T01:00:00Z,44.2870,-57.5490,,,,0,-4,-1,0.04,0,3.84,0.5,312,15,0.011,0.108,011199971111171111
