PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),ATMS LEVEL-1 (hectopascal),ATPT LEVEL-1 (hectopascal/hour),DEPH LEVEL-1 (meter),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4402603,2021-01-31T19:00:00Z,44.2012,-57.2846,1013.4,0.8,-0.5,,,,,,4.44,0.5,,15,0.110709,-0.203857,011111799999179711
4402603,2021-01-31T20:00:00Z,44.1920,-57.2840,,,,0,3.5,-8.4,0.06,-0.13,4.55,0.5,313,15,0.011,-0.278,011199971111171111
4402603,2021-01-31T20:00:00Z,44.1920,-57.2826,1014.1,1.7,-0.5,,,,,,4.58,0.5,,15,0.04429,-0.284165,011111799999179711
4402603,2021-01-31T21:00:00Z,44.1820,-57.2850,,,,0,3.5,-8.5,0.06,-0.14,4.52,0.5,313,15,-0.055,-0.293,011199971111171111
4402603,2021-01-31T21:00:00Z,44.1828,-57.2840,1014.9,2.1,-0.5,,,,,,4.53,0.5,,15,-0.031008,-0.284165,011111799999179711
4402603,2021-01-31T22:00:00Z,44.1740,-57.2870,,,,0,3.5,-8.5,0.06,-0.14,4.53,0.5,313,15,-0.1,-0.278,011199971111171111
4402603,2021-01-31T22:00:00Z,44.1730,-57.2876,1015.9,2.5,-0.5,,,,,,4.53,0.5,,15,-0.079747,-0.302697,011111799999179711
4402603,2021-01-31T23:00:00Z,44.1660,-57.2920,,,,0,1.9,-8.5,0.06,-0.15,4.55,0.5,313,15,-0.111,-0.216,011199971111171111
4402603,2021-01-31T23:00:00Z,44.1646,-57.2928,1016.8,2.7,-0.5,,,,,,4.54,0.5,,15,-0.115207,-0.259455,011111799999179711
4402603,2021-02-01T00:00:00Z,44.1600,-57.2990,,,,0,1.9,-8.5,0.06,-0.16,4.56,0.5,313,15,-0.133,-0.155,011199971111171111
4402603,2021-02-01T00:00:00Z,44.1594,-57.2982,1017.6,2.7,-0.5,,,,,,4.57,0.5,,15,-0.119652,-0.160615,011111799999179711
4402603,2021-02-01T01:00:00Z,44.1550,-57.3040,,,,0,1.9,-8.5,0.06,-0.16,4.57,0.5,313,15,-0.133,-0.093,011199971111171111
4402603,2021-02-01T01:00:00Z,44.1554,-57.3054,1018,2.1,-0.5,,,,,,4.56,0.5,,15,-0.159549,-0.12355,011111799999179711
4402603,2021-02-01T02:00:00Z,44.1530,-57.3100,,,,0,3,-7.8,0.04,-0.15,4.58,0.5,313,15,-0.111,-0.015,011199971111171111
4402603,2021-02-01T02:00:00Z,44.1534,-57.3104,1018.3,1.5,-0.5,,,,,,4.6,0.5,,15,-0.110803,-0.061775,011111799999179711
4402603,2021-02-01T03:00:00Z,44.1530,-57.3140,,,,0,3,-7.8,0.04,-0.15,4.56,0.5,313,15,-0.1,0.046,011199971111171111
4402603,2021-02-01T03:00:00Z,44.1540,-57.3152,1018.4,0.8,-0.5,,,,,,4.57,0.5,,15,-0.106373,0.018532,011111799999179711
4402603,2021-02-01T04:00:00Z,44.1570,-57.3180,,,,0,3,-7.8,0.04,-0.15,4.57,0.5,313,15,-0.066,0.093,011199971111171111
4402603,2021-02-01T04:00:00Z,44.1558,-57.3190,1018.7,0.7,-0.5,,,,,,4.58,0.5,,15,-0.08421,0.055597,011111799999179711
4402603,2021-02-01T05:00:00Z,44.1600,-57.3200,,,,0,4.9,-7,0.05,-0.12,4.56,0.5,313,15,-0.033,0.139,011199971111171111
4402603,2021-02-01T05:00:00Z,44.1602,-57.3212,1019.4,1.1,-0.5,,,,,,4.57,0.5,,15,-0.048751,0.135905,011111799999179711
4402603,2021-02-01T06:00:00Z,44.1640,-57.3200,,,,0,4.9,-7,0.05,-0.12,4.56,0.5,313,15,0.022,0.124,011199971111171111
4402603,2021-02-01T06:00:00Z,44.1646,-57.3218,1020,1.6,-0.5,,,,,,4.57,0.5,,15,-0.013295,0.135905,011111799999179711
4402603,2021-02-01T07:00:00Z,44.1670,-57.3190,,,,0,4.9,-7,0.05,-0.12,4.56,0.5,313,15,0.078,0.061,011199971111171111
4402603,2021-02-01T07:00:00Z,44.1678,-57.3194,1020.7,2,-0.5,,,,,,4.57,0.5,,15,0.053175,0.09884,011111799999179711
4402603,2021-02-01T08:00:00Z,44.1670,-57.3130,,,,0,5.9,-7.7,0.08,-0.12,4.55,0.5,313,15,0.109,-0.012,011199971111171111
4402603,2021-02-01T08:00:00Z,44.1690,-57.3150,1021.6,2.2,-0.5,,,,,,4.56,0.5,,15,0.097484,0.037065,011111799999179711
4402603,2021-02-01T09:00:00Z,44.1650,-57.3080,,,,0,5.9,-7.7,0.08,-0.12,4.55,0.5,313,15,0.122,-0.139,011199971111171111
4402603,2021-02-01T09:00:00Z,44.1666,-57.3086,1021.9,1.9,-0.5,,,,,,4.55,0.5,,15,0.141796,-0.07413,011111799999179711
4402603,2021-02-01T10:00:00Z,44.1600,-57.3050,,,,0,5.9,-7.7,0.08,-0.12,4.54,0.5,313,15,0.053,-0.232,011199971111171111
4402603,2021-02-01T10:00:00Z,44.1602,-57.3040,1022.1,1.4,-0.5,,,,,,4.54,0.5,,15,0.101924,-0.19768,011111799999179711
4402603,2021-02-01T11:00:00Z,44.1520,-57.3050,,,,0,3.7,-8.6,0.11,-0.15,4.54,0.5,313,15,-0.056,-0.231,011199971111171111
4402603,2021-02-01T11:00:00Z,44.1520,-57.3036,1022.7,1.1,-0.5,,,,,,4.54,0.5,,15,0.008864,-0.253277,011111799999179711
4402603,2021-02-01T12:00:00Z,44.1450,-57.3100,,,,0,3.7,-8.6,0.11,-0.15,4.53,0.5,313,15,-0.156,-0.216,011199971111171111
4402603,2021-02-01T12:00:00Z,44.1448,-57.3088,1023.7,1.8,-0.5,,,,,,4.54,0.5,,15,-0.115247,-0.22239,011111799999179711
4402603,2021-02-01T13:00:00Z,44.1380,-57.3190,,,,0,3.7,-8.6,0.11,-0.15,4.52,0.5,313,15,-0.245,-0.2,011199971111171111
4402603,2021-02-01T13:00:00Z,44.1382,-57.3182,1024.2,2.1,-0.5,,,,,,4.53,0.5,,15,-0.208356,-0.203857,011111799999179711
4402603,2021-02-01T14:00:00Z,44.1320,-57.3310,,,,0,3.8,-7.4,0.1,-0.16,4.52,0.5,313,15,-0.277,-0.185,011199971111171111
4402603,2021-02-01T14:00:00Z,44.1324,-57.3306,1025.1,2.4,-0.5,,,,,,4.53,0.5,,15,-0.274882,-0.179147,011111799999179711
4402603,2021-02-01T15:00:00Z,44.1260,-57.3440,,,,0,3.7,-7.4,0.1,-0.16,4.52,0.5,313,15,-0.288,-0.14,011199971111171111
4402603,2021-02-01T15:00:00Z,44.1264,-57.3426,1025.1,1.4,-0.5,,,,,,4.53,0.5,,15,-0.266041,-0.185325,011111799999179711
4402603,2021-02-01T16:00:00Z,44.1240,-57.3560,,,,0,3.7,-7.4,0.1,-0.16,4.52,0.5,313,15,-0.321,-0.047,011199971111171111
4402603,2021-02-01T16:00:00Z,44.1228,-57.3570,1025.2,1,-0.5,,,,,,4.53,0.5,,15,-0.319275,-0.111195,011111799999179711
4402603,2021-02-01T17:00:00Z,44.1240,-57.3700,,,,0,3.1,-6.4,0.06,-0.12,4.52,0.5,313,15,-0.313,0.055,011199971111171111
4402603,2021-02-01T17:00:00Z,44.1228,-57.3718,1025.1,0,-0.5,,,,,,4.53,0.5,,15,-0.328154,0,011111799999179711
4402603,2021-02-01T18:00:00Z,44.1290,-57.3830,,,,0,3.1,-6.4,0.06,-0.12,4.52,0.5,313,15,-0.243,0.203,011199971111171111
4402603,2021-02-01T18:00:00Z,44.1272,-57.3854,1026,0.9,-0.5,,,,,,4.53,0.5,,15,-0.301536,0.135905,011111799999179711
4402603,2021-02-01T19:00:00Z,44.1360,-57.3930,,,,0,3.1,-6.4,0.06,-0.12,4.51,0.5,313,15,-0.162,0.278,011199971111171111
4402603,2021-02-01T19:00:00Z,44.1360,-57.3942,1026.7,1.5,-0.5,,,,,,4.52,0.5,,15,-0.195089,0.27181,011111799999179711
4402603,2021-02-01T20:00:00Z,44.1450,-57.3980,,,,0,1.9,-6,0.04,-0.09,4.51,0.5,313,15,-0.089,0.278,011199971111171111
4402603,2021-02-01T20:00:00Z,44.1452,-57.3996,1027,1.9,-0.5,,,,,,4.52,0.5,,15,-0.119696,0.284165,011111799999179711
4402603,2021-02-01T21:00:00Z,44.1530,-57.4010,,,,0,1.9,-6,0.04,-0.09,4.5,0.5,313,15,-0.013,0.278,011199971111171111
4402603,2021-02-01T21:00:00Z,44.1542,-57.4022,1027.5,1.5,-0.5,,,,,,4.51,0.5,,15,-0.057622,0.277987,011111799999179711
4402603,2021-02-01T22:00:00Z,44.1610,-57.4000,,,,0,1.9,-6,0.04,-0.09,4.49,0.5,313,15,0.055,0.217,011199971111171111
4402603,2021-02-01T22:00:00Z,44.1628,-57.4006,1028,1.3,-0.5,,,,,,4.5,0.5,,15,0.035455,0.265632,011111799999179711
4402603,2021-02-01T23:00:00Z,44.1670,-57.3970,,,,0,-1.5,-3.1,0.02,-0.06,4.49,0.5,313,15,0.066,0.108,011199971111171111
4402603,2021-02-01T23:00:00Z,44.1684,-57.3966,1028.8,1.8,-0.5,,,,,,4.49,0.5,,15,0.088626,0.17297,011111799999179711
4402603,2021-02-02T00:00:00Z,44.1680,-57.3960,,,,0,-1.5,-3.1,0.02,-0.06,4.49,0.5,313,15,-0.01,0.017,011199971111171111
4402603,2021-02-02T00:00:00Z,44.1698,-57.3946,1029.3,1.8,-0.5,,,,,,4.49,0.5,,15,0.04431,0.043242,011111799999179711
4402603,2021-02-02T01:00:00Z,44.1680,-57.4000,,,,0,-1.5,-3.1,0.02,-0.06,4.48,0.5,313,15,-0.136,-0.031,011199971111171111
4402603,2021-02-02T01:00:00Z,44.1686,-57.3978,1029.3,1.3,-0.5,,,,,,4.49,0.5,,15,-0.070896,-0.037065,011111799999179711
4402603,2021-02-02T02:00:00Z,44.1670,-57.4080,,,,0,-2.7,-0.8,0,-0.03,4.47,0.5,313,15,-0.232,-0.016,011199971111171111
4402603,2021-02-02T02:00:00Z,44.1682,-57.4066,1029.9,1.1,-0.5,,,,,,4.47,0.5,,15,-0.194968,-0.012355,011111799999179711
4402603,2021-02-02T03:00:00Z,44.1680,-57.4210,,,,0,-2.7,-0.8,0,-0.03,4.46,0.5,313,15,-0.321,0.046,011199971111171111
4402603,2021-02-02T03:00:00Z,44.1680,-57.4190,1029.6,0.3,-0.5,,,,,,4.47,0.5,,15,-0.274729,-0.006177,011111799999179711
4402603,2021-02-02T04:00:00Z,44.1720,-57.4360,,,,0,-2.8,-0.8,0,-0.03,4.44,0.5,313,15,-0.377,0.141,011199971111171111
4402603,2021-02-02T04:00:00Z,44.1706,-57.4364,1029.3,0,-0.5,,,,,,4.45,0.5,,15,-0.385499,0.080307,011111799999179711
4402603,2021-02-02T05:00:00Z,44.1780,-57.4520,,,,0,-6,1,-0.02,-0.01,4.45,0.5,313,15,-0.388,0.232,011199971111171111
4402603,2021-02-02T05:00:00Z,44.1772,-57.4530,1029.3,-0.6,-0.5,,,,,,4.46,0.5,,15,-0.367746,0.203857,011111799999179711
4402603,2021-02-02T06:00:00Z,44.1870,-57.4710,,,,0,-6.1,1,-0.02,-0.01,4.44,0.5,313,15,-0.41,0.31,011199971111171111
4402603,2021-02-02T06:00:00Z,44.1864,-57.4706,1028.9,-0.7,-0.5,,,,,,4.45,0.5,,15,-0.389847,0.284165,011111799999179711
4402603,2021-02-02T07:00:00Z,44.1960,-57.4900,,,,0,-6.1,1,-0.02,0,4.44,0.5,313,15,-0.432,0.325,011199971111171111
4402603,2021-02-02T07:00:00Z,44.1974,-57.4898,1029,-0.3,-0.5,,,,,,4.45,0.5,,15,-0.425215,0.339762,011111799999179711
4402603,2021-02-02T08:00:00Z,44.2060,-57.5090,,,,0,-8.3,2.4,-0.07,0.01,4.43,0.5,313,15,-0.454,0.264,011199971111171111
4402603,2021-02-02T08:00:00Z,44.2072,-57.5104,1028.5,-0.8,-0.5,,,,,,4.44,0.5,,15,-0.45614,0.302697,011111799999179711
4402603,2021-02-02T09:00:00Z,44.2130,-57.5320,,,,0,-8.3,2.4,-0.07,0.01,4.46,0.5,313,15,-0.487,0.17,011199971111171111
4402603,2021-02-02T09:00:00Z,44.2142,-57.5312,1027.9,-1,-0.5,,,,,,4.45,0.5,,15,-0.460502,0.216212,011111799999179711
4402603,2021-02-02T10:00:00Z,44.2160,-57.5530,,,,0,-8.3,2.4,-0.07,0.01,4.49,0.5,313,15,-0.476,0.077,011199971111171111
4402603,2021-02-02T10:00:00Z,44.2180,-57.5536,1028.4,-0.6,-0.5,,,,,,4.49,0.5,,15,-0.49588,0.117372,011111799999179711
4402603,2021-02-02T11:00:00Z,44.2170,-57.5740,,,,0,-11.7,3.8,-0.18,0.06,4.53,0.5,313,15,-0.432,-0.016,011199971111171111
4402603,2021-02-02T11:00:00Z,44.2190,-57.5740,1028.2,-0.3,-0.5,,,,,,4.51,0.5,,15,-0.451587,0.030887,011111799999179711
4402603,2021-02-02T12:00:00Z,44.2160,-57.5910,,,,0,-11.7,3.8,-0.19,0.06,4.56,0.5,313,15,-0.375,-0.093,011199971111171111
4402603,2021-02-02T12:00:00Z,44.2166,-57.5926,1027.6,-0.3,-0.5,,,,,,4.58,0.5,,15,-0.411746,-0.07413,011111799999179711
4402603,2021-02-02T13:00:00Z,44.2130,-57.6080,,,,0,-11.7,3.8,-0.19,0.06,4.58,0.5,313,15,-0.344,-0.108,011199971111171111
4402603,2021-02-02T13:00:00Z,44.2134,-57.6084,1027.1,-1.3,-0.5,,,,,,4.56,0.5,,15,-0.349779,-0.09884,011111799999179711
4402603,2021-02-02T14:00:00Z,44.2090,-57.6240,,,,0,-13.2,5.9,-0.38,0.14,4.62,0.5,313,15,-0.365,-0.078,011199971111171111
4402603,2021-02-02T14:00:00Z,44.2100,-57.6242,1026.2,-2,-0.5,,,,,,4.61,0.5,,15,-0.349799,-0.105017,011111799999179711
4402603,2021-02-02T15:00:00Z,44.2090,-57.6390,,,,0,-13.2,5.9,-0.38,0.14,4.67,0.5,313,15,-0.344,-0.031,011199971111171111
4402603,2021-02-02T15:00:00Z,44.2080,-57.6410,1025.5,-2.1,-0.5,,,,,,4.64,0.5,,15,-0.371955,-0.061775,011111799999179711
4402603,2021-02-02T16:00:00Z,44.2080,-57.6530,,,,0,-13.2,5.9,-0.38,0.14,4.77,0.5,313,15,-0.276,0.016,011199971111171111
4402603,2021-02-02T16:00:00Z,44.2084,-57.6548,1024.7,-2.4,-0.5,,,,,,4.72,0.5,,15,-0.305539,0.012355,011111799999179711
4402603,2021-02-02T17:00:00Z,44.2090,-57.6660,,,,0,-13.9,5.1,-0.56,0.24,4.91,0.5,313,15,-0.254,0.046,011199971111171111
4402603,2021-02-02T17:00:00Z,44.2092,-57.6664,1022.1,-4.1,-0.5,,,,,,4.83,0.5,,15,-0.256827,0.02471,011111799999179711
4402603,2021-02-02T18:00:00Z,44.2120,-57.6760,,,,0,-13.9,5.1,-0.56,0.24,5.05,0.5,313,15,-0.221,0.108,011199971111171111
4402603,2021-02-02T18:00:00Z,44.2114,-57.6780,1021.4,-4.1,-0.5,,,,,,5.01,0.5,,15,-0.25682,0.067952,011111799999179711
4402603,2021-02-02T19:00:00Z,44.2160,-57.6860,,,,0,-13.9,5.1,-0.56,0.24,5.11,0.5,313,15,-0.189,0.138,011199971111171111
4402603,2021-02-02T19:00:00Z,44.2160,-57.6856,1019.8,-4.9,-0.5,,,,,,5.1,0.5,,15,-0.168252,0.142082,011111799999179711
4402603,2021-02-02T20:00:00Z,44.2200,-57.6950,,,,0,-15.7,5.9,-0.64,0.24,5.13,0.5,313,15,-0.21,0.124,011199971111171111
4402603,2021-02-02T20:00:00Z,44.2200,-57.6948,1018.7,-3.4,-0.5,,,,,,5.13,0.5,,15,-0.203659,0.12355,011111799999179711
4402603,2021-02-02T21:00:00Z,44.2230,-57.7060,,,,0,-15.7,5.9,-0.64,0.24,5.15,0.5,313,15,-0.243,0.124,011199971111171111
4402603,2021-02-02T21:00:00Z,44.2236,-57.7052,1017.9,-3.5,-0.5,,,,,,5.15,0.5,,15,-0.230208,0.111195,011111799999179711
4402603,2021-02-02T22:00:00Z,44.2280,-57.7160,,,,0,-15.8,5.9,-0.64,0.24,5.15,0.5,313,15,-0.255,0.124,011199971111171111
4402603,2021-02-02T22:00:00Z,44.2280,-57.7170,1017,-2.8,-0.5,,,,,,5.16,0.5,,15,-0.26118,0.135905,011111799999179711
4402603,2021-02-02T23:00:00Z,44.2310,-57.7290,,,,0,-15.3,8.7,-0.78,0.33,5.14,0.5,313,15,-0.287,0.124,011199971111171111
4402603,2021-02-02T23:00:00Z,44.2318,-57.7284,1015.2,-3.5,-0.5,,,,,,5.15,0.5,,15,-0.252308,0.117372,011111799999179711
4402603,2021-02-03T00:00:00Z,44.2370,-57.7420,,,,0,-15.3,8.7,-0.78,0.33,5.13,0.5,313,15,-0.298,0.155,011199971111171111
4402603,2021-02-03T00:00:00Z,44.2358,-57.7432,1014,-3.9,-0.5,,,,,,5.14,0.5,,15,-0.327537,0.12355,011111799999179711
4402603,2021-02-03T01:00:00Z,44.2420,-57.7550,,,,0,-15.3,8.7,-0.79,0.34,5.14,0.5,313,15,-0.277,0.185,011199971111171111
4402603,2021-02-03T01:00:00Z,44.2418,-57.7554,1012.4,-4.6,-0.5,,,,,,5.15,0.5,,15,-0.269973,0.185325,011111799999179711
4402603,2021-02-03T02:00:00Z,44.2480,-57.7680,,,,0,-14,12,-0.88,0.56,5.15,0.5,313,15,-0.288,0.17,011199971111171111
4402603,2021-02-03T02:00:00Z,44.2476,-57.7684,1010.8,-4.4,-0.5,,,,,,5.15,0.5,,15,-0.287648,0.179147,011111799999179711
4402603,2021-02-03T03:00:00Z,44.2540,-57.7800,,,,0,-14,12,-0.88,0.56,5.16,0.5,313,15,-0.288,0.2,011199971111171111
4402603,2021-02-03T03:00:00Z,44.2532,-57.7810,1009,-5,-0.5,,,,,,5.16,0.5,,15,-0.27877,0.17297,011111799999179711
4402603,2021-02-03T04:00:00Z,44.2590,-57.7930,,,,0,-14,11.9,-0.88,0.55,5.16,0.5,313,15,-0.288,0.216,011199971111171111
4402603,2021-02-03T04:00:00Z,44.2606,-57.7944,1007.4,-5,-0.5,,,,,,5.16,0.5,,15,-0.296437,0.228567,011111799999179711
4402603,2021-02-03T05:00:00Z,44.2660,-57.8060,,,,0,-11.5,15.8,-0.78,0.67,5.15,0.5,313,15,-0.254,0.201,011199971111171111
4402603,2021-02-03T05:00:00Z,44.2674,-57.8068,1005,-5.8,-0.5,,,,,,5.16,0.5,,15,-0.274282,0.210035,011111799999179711
4402603,2021-02-03T06:00:00Z,44.2730,-57.8170,,,,0,-11.4,15.7,-0.77,0.66,5.13,0.5,313,15,-0.221,0.216,011199971111171111
4402603,2021-02-03T06:00:00Z,44.2740,-57.8174,1003.9,-5.1,-0.5,,,,,,5.15,0.5,,15,-0.23444,0.203857,011111799999179711
4402603,2021-02-03T07:00:00Z,44.2800,-57.8260,,,,0,-11.3,15.5,-0.77,0.66,5.12,0.5,313,15,-0.177,0.216,011199971111171111
4402603,2021-02-03T07:00:00Z,44.2814,-57.8266,1002.5,-4.9,-0.5,,,,,,5.12,0.5,,15,-0.203452,0.228567,011111799999179711
4402603,2021-02-03T08:00:00Z,44.2860,-57.8330,,,,0,-5.6,11.6,-0.47,0.55,5.12,0.5,313,15,-0.121,0.185,011199971111171111
4402603,2021-02-03T08:00:00Z,44.2876,-57.8332,1001.2,-3.8,-0.5,,,,,,5.13,0.5,,15,-0.145938,0.191502,011111799999179711
4402603,2021-02-03T09:00:00Z,44.2920,-57.8380,,,,0,-5.6,11.6,-0.47,0.55,5.13,0.5,313,15,-0.099,0.154,011199971111171111
4402603,2021-02-03T09:00:00Z,44.2930,-57.8376,999.8,-4.1,-0.5,,,,,,5.14,0.5,,15,-0.097282,0.166792,011111799999179711
4402603,2021-02-03T10:00:00Z,44.2980,-57.8410,,,,0,-5.7,11.5,-0.47,0.55,5.14,0.5,313,15,-0.066,0.139,011199971111171111
4402603,2021-02-03T10:00:00Z,44.2978,-57.8420,998.5,-4,-0.5,,,,,,5.15,0.5,,15,-0.097274,0.14826,011111799999179711
4402603,2021-02-03T11:00:00Z,44.3010,-57.8420,,,,0,-0.8,12,-0.15,0.42,5.13,0.5,313,15,-0.022,0.124,011199971111171111
4402603,2021-02-03T11:00:00Z,44.3024,-57.8444,998.6,-2.6,-0.5,,,,,,5.14,0.5,,15,-0.053054,0.142082,011111799999179711
4402603,2021-02-03T12:00:00Z,44.3060,-57.8440,,,,0,-0.8,12,-0.15,0.42,5.15,0.5,313,15,-0.011,0.108,011199971111171111
4402603,2021-02-03T12:00:00Z,44.3058,-57.8444,998.9,-0.9,-0.5,,,,,,5.15,0.5,,15,0,0.105017,011111799999179711
4402603,2021-02-03T13:00:00Z,44.3070,-57.8450,,,,0,-0.8,12,-0.15,0.42,5.17,0.5,313,15,-0.033,0.062,011199971111171111
4402603,2021-02-03T13:00:00Z,44.3086,-57.8454,999.2,0.7,-0.5,,,,,,5.17,0.5,,15,-0.022103,0.086485,011111799999179711
4402603,2021-02-03T14:00:00Z,44.3100,-57.8470,,,,0,-0.2,13.4,0,0.36,5.18,0.5,313,15,-0.033,0.025,011199971111171111
4402603,2021-02-03T14:00:00Z,44.3096,-57.8466,999,0.4,-0.5,,,,,,5.18,0.5,,15,-0.026523,0.030887,011111799999179711
4402603,2021-02-03T15:00:00Z,44.3110,-57.8480,,,,0,-0.2,13.4,0,0.36,5.2,0.5,313,15,-0.061,0.035,011199971111171111
4402603,2021-02-03T15:00:00Z,44.3104,-57.8484,998.9,0,-0.5,,,,,,5.2,0.5,,15,-0.039784,0.02471,011111799999179711
4402603,2021-02-03T16:00:00Z,44.3130,-57.8530,,,,0,-0.2,13.4,0,0.36,5.21,0.5,313,15,-0.062,0.057,011199971111171111
4402603,2021-02-03T16:00:00Z,44.3114,-57.8542,998.5,-0.7,-0.5,,,,,,5.21,0.5,,15,-0.128191,0.030887,011111799999179711
4402603,2021-02-03T17:00:00Z,44.3140,-57.8560,,,,0,3.8,12.3,0.02,0.29,5.23,0.5,313,15,-0.063,0.079,011199971111171111
4402603,2021-02-03T17:00:00Z,44.3148,-57.8580,998.6,-0.4,-0.5,,,,,,5.22,0.5,,15,-0.083984,0.105017,011111799999179711
4402603,2021-02-03T18:00:00Z,44.3170,-57.8590,,,,0,3.8,12.3,0.02,0.29,5.25,0.5,313,15,-0.019,0.047,011199971111171111
4402603,2021-02-03T18:00:00Z,44.3182,-57.8604,998.9,0,-0.5,,,,,,5.25,0.5,,15,-0.053039,0.105017,011111799999179711
4402603,2021-02-03T19:00:00Z,44.3180,-57.8600,,,,0,3.8,12.3,0.02,0.29,5.26,0.5,313,15,0,-0.016,011199971111171111
4402603,2021-02-03T19:00:00Z,44.3188,-57.8600,999.5,1,-0.5,,,,,,5.27,0.5,,15,0.00884,0.018532,011111799999179711
4402603,2021-02-03T20:00:00Z,44.3170,-57.8610,,,,0,4.4,8.8,0.08,0.28,5.26,0.5,313,15,-0.034,-0.046,011199971111171111
4402603,2021-02-03T20:00:00Z,44.3172,-57.8602,1000.2,1.6,-0.5,,,,,,5.27,0.5,,15,-0.00442,-0.04942,011111799999179711
4402603,2021-02-03T21:00:00Z,44.3160,-57.8620,,,,0,4.4,8.8,0.08,0.28,5.26,0.5,313,15,-0.077,-0.046,011199971111171111
4402603,2021-02-03T21:00:00Z,44.3156,-57.8626,1000.9,2,-0.5,,,,,,5.27,0.5,,15,-0.053039,-0.04942,011111799999179711
4402603,2021-02-03T22:00:00Z,44.3130,-57.8680,,,,0,4.4,8.7,0.08,0.28,5.26,0.5,313,15,-0.131,-0.047,011199971111171111
4402603,2021-02-03T22:00:00Z,44.3140,-57.8674,1001,1.5,-0.5,,,,,,5.27,0.5,,15,-0.106082,-0.04942,011111799999179711
4402603,2021-02-03T23:00:00Z,44.3130,-57.8750,,,,0,0,9.6,0.06,0.15,5.27,0.5,313,15,-0.177,0.032,011199971111171111
4402603,2021-02-03T23:00:00Z,44.3134,-57.8750,1000.8,0.6,-0.5,,,,,,5.28,0.5,,15,-0.167966,-0.018532,011111799999179711
4402603,2021-02-04T00:00:00Z,44.3170,-57.8820,,,,0,0,9.6,0.06,0.15,5.27,0.5,313,15,-0.177,0.125,011199971111171111
4402603,2021-02-04T00:00:00Z,44.3160,-57.8834,1000.3,-0.6,-0.5,,,,,,5.28,0.5,,15,-0.185643,0.080307,011111799999179711
4402603,2021-02-04T01:00:00Z,44.3210,-57.8890,,,,0,0,9.6,0.06,0.15,5.28,0.5,313,15,-0.155,0.185,011199971111171111
4402603,2021-02-04T01:00:00Z,44.3210,-57.8908,1000.6,-0.4,-0.5,,,,,,5.28,0.5,,15,-0.163532,0.154437,011111799999179711
4402603,2021-02-04T02:00:00Z,44.3270,-57.8960,,,,0,6.2,9,0.04,0.12,5.29,0.5,313,15,-0.088,0.216,011199971111171111
4402603,2021-02-04T02:00:00Z,44.3276,-57.8966,1001.2,0.4,-0.5,,,,,,5.29,0.5,,15,-0.128161,0.203857,011111799999179711
4402603,2021-02-04T03:00:00Z,44.3340,-57.8980,,,,0,6.2,9,0.03,0.12,5.28,0.5,313,15,-0.033,0.232,011199971111171111
4402603,2021-02-04T03:00:00Z,44.3354,-57.8994,1001.9,1.6,-0.5,,,,,,5.29,0.5,,15,-0.061863,0.240922,011111799999179711
4402603,2021-02-04T04:00:00Z,44.3420,-57.9000,,,,0,6.2,8.9,0.03,0.12,5.27,0.5,313,15,-0.011,0.262,011199971111171111
4402603,2021-02-04T04:00:00Z,44.3434,-57.9004,1002.4,1.8,-0.5,,,,,,5.28,0.5,,15,-0.022091,0.2471,011111799999179711
4402603,2021-02-04T05:00:00Z,44.3510,-57.8980,,,,0,3.5,5.8,0.05,0.11,5.27,0.5,313,15,0.022,0.232,011199971111171111
4402603,2021-02-04T05:00:00Z,44.3518,-57.9000,1002.9,1.7,-0.5,,,,,,5.28,0.5,,15,0.008835,0.259455,011111799999179711
4402603,2021-02-04T06:00:00Z,44.3580,-57.8960,,,,0,3.5,5.8,0.05,0.11,5.22,0.5,313,15,0.067,0.17,011199971111171111
4402603,2021-02-04T06:00:00Z,44.3580,-57.8978,1003.3,1.4,-0.5,,,,,,5.28,0.5,,15,0.048588,0.191502,011111799999179711
4402603,2021-02-04T07:00:00Z,44.3630,-57.8940,,,,0,3.6,5.8,0.05,0.11,4.95,0.5,313,15,0.088,0.185,011199971111171111
4402603,2021-02-04T07:00:00Z,44.3628,-57.8944,1003,0.6,-0.5,,,,,,5.17,0.5,,15,0.075083,0.14826,011111799999179711
4402603,2021-02-04T08:00:00Z,44.3680,-57.8890,,,,0,1.3,3.8,0.04,0.05,4.76,0.5,313,15,0.099,0.17,011199971111171111
4402603,2021-02-04T08:00:00Z,44.3704,-57.8898,1003.6,0.7,-0.5,,,,,,4.73,0.5,,15,0.101572,0.234745,011111799999179711
4402603,2021-02-04T09:00:00Z,44.3730,-57.8830,,,,0,1.3,3.8,0.04,0.05,4.88,0.5,313,15,0.133,0.092,011199971111171111
4402603,2021-02-04T09:00:00Z,44.3744,-57.8846,1002.7,-0.6,-0.5,,,,,,4.79,0.5,,15,0.114809,0.12355,011111799999179711
